rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
198,56,56,2020,Human Trust in Artificial Intelligence: Review of Empirical Research,"Ella Glikson, A. Woolley",The Academy of Management Annals,2020-07-01,2037,141,247.016,General AI Methods and Systems,survey/review,foundation-models,Artificial intelligence (AI) characterizes a new generation of technologies capable of interacting with the environment and aiming to simulate human intelligence.,"high citation signal (2,037); influential citation signal (141)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5465/annals.2018.0057,https://www.semanticscholar.org/paper/ef0c62ff070a476f216fe478cc190c773f12a1f6,,10.5465/annals.2018.0057,,,216198731,Business; Computer Science; Psychology,Review,artificial intelligence,1,citations=2037; influential=141; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2,Artificial intelligence (AI) characterizes a new generation of technologies capable of interacting with the environment and aiming to simulate human intelligence. The success of integrating AI into...
199,46,46,2023,Comparing Physician and Artificial Intelligence Chatbot Responses to Patient Questions Posted to a Public Social Media Forum.,"J. Ayers, Adam Poliak, M. Dredze, E. Leas, Zechariah Zhu, Jessica B Kelley, D. Faix, A. Goodman, et al.",JAMA Internal Medicine,2023-04-28,2036,77,236.617,Foundation Models and Large Language Models,ai4science,ai4science,Importance The rapid expansion of virtual health care has caused a surge in patient messages concomitant with more work and burnout among health care professionals.,"high citation signal (2,036); influential citation signal (77); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1001/jamainternmed.2023.1838,https://www.semanticscholar.org/paper/a70c50bff01547f00ce341cd7e42797f11c4cdc7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10148230,10.1001/jamainternmed.2023.1838,,37115527,258375371,Computer Science; Medicine,JournalArticle; Review,artificial intelligence,1,citations=2036; influential=77; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=2,"Importance The rapid expansion of virtual health care has caused a surge in patient messages concomitant with more work and burnout among health care professionals. Artificial intelligence (AI) assistants could potentially aid in creating answers to patient questions by drafting responses that could be reviewed by clinicians. Objective To evaluate the ability of an AI chatbot assistant (ChatGPT), released in November 2022, to provide quality and empathetic responses to patient questions. Design, Setting, and Participants In this cross-sectional study, a public and nonidentifiable database of questions from a public social media forum (Reddit's r/AskDocs) was used to randomly draw 195 exchanges from October 2022 where a verified physician responded to a public question. Chatbot responses were generated by entering the original question into a fresh session (without prior questions having been asked in the session) on December 22 and 23, 2022. The original question along with anonymized and randomly ordered physician and chatbot responses were evaluated in triplicate by a team of licensed health care professionals. Evaluators chose ""which response was better"" and judged both ""the quality of information provided"" (very poor, poor, acceptable, good, or very good) and ""the empathy or bedside manner provided"" (not empathetic, slightly empathetic, moderately empathetic, empathetic, and very empathetic). Mean outcomes were ordered on a 1 to 5 scale and compared between chatbot and physicians. Results Of the 195 questions and responses, evaluators preferred chatbot responses to physician responses in 78.6% (95% CI, 75.0%-81.8%) of the 585 evaluations. Mean (IQR) physician responses were significantly shorter than chatbot responses (52 [17-62] words vs 211 [168-245] words; t = 25.4; P < .001). Chatbot responses were rated of significantly higher quality than physician responses (t = 13.3; P < .001). The proportion of responses rated as good or very good quality (≥ 4), for instance, was higher for chatbot than physicians (chatbot: 78.5%, 95% CI, 72.3%-84.1%; physicians: 22.1%, 95% CI, 16.4%-28.2%;). This amounted to 3.6 times higher prevalence of good or very good quality responses for the chatbot. Chatbot responses were also rated significantly more empathetic than physician responses (t = 18.9; P < .001). The proportion of responses rated empathetic or very empathetic (≥4) was higher for chatbot than for physicians (physicians: 4.6%, 95% CI, 2.1%-7.7%; chatbot: 45.1%, 95% CI, 38.5%-51.8%; physicians: 4.6%, 95% CI, 2.1%-7.7%). This amounted to 9.8 times higher prevalence of empathetic or very empathetic responses for the chatbot. Conclusions In this cross-sectional study, a chatbot generated quality and empathetic responses to patient questions posed in an online forum. Further exploration of this technology is warranted in clinical settings, such as using chatbot to draft responses that physicians could then edit. Randomized trials could assess further if using AI assistants might improve responses, lower clinician burnout, and improve patient outcomes."
200,47,47,2023,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection","Akari Asai, Zeqiu Wu, Yizhong Wang, Avirup Sil, Hannaneh Hajishirzi",International Conference on Learning Representations,2023-10-17,2031,201,248.885,Foundation Models and Large Language Models,retrieval,foundation-models,"Despite their remarkable capabilities, large language models (LLMs) often produce responses containing factual inaccuracies due to their sole reliance on the parametric knowledge they encapsulate.","high citation signal (2,031); influential citation signal (201)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/ddbd8fe782ac98e9c64dd98710687a962195dd9b,https://www.semanticscholar.org/paper/ddbd8fe782ac98e9c64dd98710687a962195dd9b,,,2310.11511,,264288947,Computer Science,JournalArticle,large language models,1,citations=2031; influential=201; open PDF metadata; title AI matches=1; AI term matches=4,"Despite their remarkable capabilities, large language models (LLMs) often produce responses containing factual inaccuracies due to their sole reliance on the parametric knowledge they encapsulate. Retrieval-Augmented Generation (RAG), an ad hoc approach that augments LMs with retrieval of relevant knowledge, decreases such issues. However, indiscriminately retrieving and incorporating a fixed number of retrieved passages, regardless of whether retrieval is necessary, or passages are relevant, diminishes LM versatility or can lead to unhelpful response generation. We introduce a new framework called Self-Reflective Retrieval-Augmented Generation (Self-RAG) that enhances an LM's quality and factuality through retrieval and self-reflection. Our framework trains a single arbitrary LM that adaptively retrieves passages on-demand, and generates and reflects on retrieved passages and its own generations using special tokens, called reflection tokens. Generating reflection tokens makes the LM controllable during the inference phase, enabling it to tailor its behavior to diverse task requirements. Experiments show that Self-RAG (7B and 13B parameters) significantly outperforms state-of-the-art LLMs and retrieval-augmented models on a diverse set of tasks. Specifically, Self-RAG outperforms ChatGPT and retrieval-augmented Llama2-chat on Open-domain QA, reasoning and fact verification tasks, and it shows significant gains in improving factuality and citation accuracy for long-form generations relative to these models."
201,57,57,2020,Hidden fluid mechanics: Learning velocity and pressure fields from flow visualizations,"M. Raissi, A. Yazdani, G. Karniadakis",Science,2020-01-30,2018,39,237.072,"AI for Science, Healthcare, and Robotics",trustworthy-ai,trustworthy-ai; ai4science,Machine-learning fluid flow Quantifying fluid flow is relevant to disciplines ranging from geophysics to medicine.,"high citation signal (2,018); influential citation signal (39); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1126/science.aaw4741,https://www.semanticscholar.org/paper/8ccdee6826cbc97256bd4d082ebfa8cdfd2c727f,https://europepmc.org/articles/pmc7219083?pdf=render,10.1126/science.aaw4741,,32001523,210985022,Computer Science; Engineering; Medicine; Physics,JournalArticle,deep learning; machine learning,2,citations=2018; influential=39; recognized venue; translation/trustworthiness signal; open PDF metadata; AI term matches=2; query hits=2,"Machine-learning fluid flow Quantifying fluid flow is relevant to disciplines ranging from geophysics to medicine. Flow can be experimentally visualized using, for example, smoke or contrast agents, but extracting velocity and pressure fields from this information is tricky. Raissi et al. developed a machine-learning approach to tackle this problem. Their method exploits the knowledge of Navier-Stokes equations, which govern the dynamics of fluid flow in many scientifically relevant situations. The authors illustrate their approach using examples such as blood flow in an aneurysm. Science, this issue p. 1026 A machine learning approach exploiting the knowledge of Navier-Stokes equations can extract detailed fluid flow information. For centuries, flow visualization has been the art of making fluid motion visible in physical and biological systems. Although such flow patterns can be, in principle, described by the Navier-Stokes equations, extracting the velocity and pressure fields directly from the images is challenging. We addressed this problem by developing hidden fluid mechanics (HFM), a physics-informed deep-learning framework capable of encoding the Navier-Stokes equations into the neural networks while being agnostic to the geometry or the initial and boundary conditions. We demonstrate HFM for several physical and biomedical problems by extracting quantitative information for which direct measurements may not be possible. HFM is robust to low resolution and substantial noise in the observation data, which is important for potential applications."
202,42,42,2021,Multitask Prompted Training Enables Zero-Shot Task Generalization,"Victor Sanh, Albert Webson, Colin Raffel, Stephen H. Bach, Lintang Sutawika, Zaid Alyafeai, Antoine Chaffin, Arnaud Stiegler, et al.",arXiv.org,2021-10-15,2011,150,254.593,Foundation Models and Large Language Models,benchmark/dataset,foundation-models; nlp,"Large language models have recently been shown to attain reasonable zero-shot generalization on a diverse set of tasks (Brown et al., 2020).","high citation signal (2,011); influential citation signal (150)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/17dd3555fd1ccf1141cf984347fa1b3fd6b009ca,https://www.semanticscholar.org/paper/17dd3555fd1ccf1141cf984347fa1b3fd6b009ca,,,2110.08207,,239009562,Computer Science,JournalArticle,large language models,1,citations=2011; influential=150; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=4,"Large language models have recently been shown to attain reasonable zero-shot generalization on a diverse set of tasks (Brown et al., 2020). It has been hypothesized that this is a consequence of implicit multitask learning in language models' pretraining (Radford et al., 2019). Can zero-shot generalization instead be directly induced by explicit multitask learning? To test this question at scale, we develop a system for easily mapping any natural language tasks into a human-readable prompted form. We convert a large set of supervised datasets, each with multiple prompts with diverse wording. These prompted datasets allow for benchmarking the ability of a model to perform completely held-out tasks. We fine-tune a pretrained encoder-decoder model (Raffel et al., 2020; Lester et al., 2021) on this multitask mixture covering a wide variety of tasks. The model attains strong zero-shot performance on several standard datasets, often outperforming models up to 16x its size. Further, our approach attains strong performance on a subset of tasks from the BIG-bench benchmark, outperforming models up to 6x its size. All trained models are available at https://github.com/bigscience-workshop/t-zero and all prompts are available at https://github.com/bigscience-workshop/promptsource."
203,58,58,2020,Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks,"Ioannis D. Apostolopoulos, Tzani Bessiana",Physical and Engineering Sciences in Medicine,2020-03-25,1999,198,265.326,"AI for Science, Healthcare, and Robotics",benchmark/dataset; ai4science,vision; ai4science,"In this study, a dataset of X-ray images from patients with common bacterial pneumonia, confirmed Covid-19 disease, and normal incidents, was utilized for the automatic detection of the Coronavirus disease.","high citation signal (1,999); influential citation signal (198); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s13246-020-00865-4,https://www.semanticscholar.org/paper/790a5020f730491f6a2f35ef7a2bb8c18d42d963,https://link.springer.com/content/pdf/10.1007/s13246-020-00865-4.pdf,10.1007/s13246-020-00865-4,2003.11617,32524445,214667149,Computer Science; Engineering; Medicine; Physics,JournalArticle,deep learning,1,citations=1999; influential=198; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"In this study, a dataset of X-ray images from patients with common bacterial pneumonia, confirmed Covid-19 disease, and normal incidents, was utilized for the automatic detection of the Coronavirus disease. The aim of the study is to evaluate the performance of state-of-the-art convolutional neural network architectures proposed over the recent years for medical image classification. Specifically, the procedure called Transfer Learning was adopted. With transfer learning, the detection of various abnormalities in small medical image datasets is an achievable target, often yielding remarkable results. The datasets utilized in this experiment are two. Firstly, a collection of 1427 X-ray images including 224 images with confirmed Covid-19 disease, 700 images with confirmed common bacterial pneumonia, and 504 images of normal conditions. Secondly, a dataset including 224 images with confirmed Covid-19 disease, 714 images with confirmed bacterial and viral pneumonia, and 504 images of normal conditions. The data was collected from the available X-ray images on public medical repositories. The results suggest that Deep Learning with X-ray imaging may extract significant biomarkers related to the Covid-19 disease, while the best accuracy, sensitivity, and specificity obtained is 96.78%, 98.66%, and 96.46% respectively. Since by now, all diagnostic tests show failure rates such as to raise concerns, the probability of incorporating X-rays into the diagnosis of the disease could be assessed by the medical community, based on the findings, while more research to evaluate the X-ray approach from different aspects may be conducted."
204,48,48,2023,Efficient Streaming Language Models with Attention Sinks,"Guangxuan Xiao, Yuandong Tian, Beidi Chen, Song Han, Mike Lewis",International Conference on Learning Representations,2023-09-29,1993,286,255.387,Foundation Models and Large Language Models,transformer; self-supervised,foundation-models; nlp,"Deploying Large Language Models (LLMs) in streaming applications such as multi-round dialogue, where long interactions are expected, is urgently needed but poses two major challenges.","high citation signal (1,993); influential citation signal (286); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2309.17453,https://www.semanticscholar.org/paper/fdc53c2c10742464087c0525f77e32604827a21d,https://arxiv.org/pdf/2309.17453,10.48550/arXiv.2309.17453,2309.17453,,263310483,Computer Science,JournalArticle,large language models,1,citations=1993; influential=286; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"Deploying Large Language Models (LLMs) in streaming applications such as multi-round dialogue, where long interactions are expected, is urgently needed but poses two major challenges. Firstly, during the decoding stage, caching previous tokens' Key and Value states (KV) consumes extensive memory. Secondly, popular LLMs cannot generalize to longer texts than the training sequence length. Window attention, where only the most recent KVs are cached, is a natural approach -- but we show that it fails when the text length surpasses the cache size. We observe an interesting phenomenon, namely attention sink, that keeping the KV of initial tokens will largely recover the performance of window attention. In this paper, we first demonstrate that the emergence of attention sink is due to the strong attention scores towards initial tokens as a""sink""even if they are not semantically important. Based on the above analysis, we introduce StreamingLLM, an efficient framework that enables LLMs trained with a finite length attention window to generalize to infinite sequence lengths without any fine-tuning. We show that StreamingLLM can enable Llama-2, MPT, Falcon, and Pythia to perform stable and efficient language modeling with up to 4 million tokens and more. In addition, we discover that adding a placeholder token as a dedicated attention sink during pre-training can further improve streaming deployment. In streaming settings, StreamingLLM outperforms the sliding window recomputation baseline by up to 22.2x speedup. Code and datasets are provided at https://github.com/mit-han-lab/streaming-llm."
205,59,59,2020,Adaptive Federated Optimization,"Sashank J. Reddi, Zachary B. Charles, M. Zaheer, Zachary Garrett, Keith Rush, Jakub Konecný, Sanjiv Kumar, H. B. McMahan",International Conference on Learning Representations,2020-02-29,1992,321,250.986,Foundation Models and Large Language Models,metadata-ranked,foundation-models,Federated learning is a distributed machine learning paradigm in which a large number of clients coordinate with a central server to learn a model without sharing their own training data.,"high citation signal (1,992); influential citation signal (321)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/47c528344fedb6cb67a38e43d095b41c34715330,https://www.semanticscholar.org/paper/47c528344fedb6cb67a38e43d095b41c34715330,,,2003.00295,,211678094,Computer Science; Mathematics,JournalArticle,machine learning,1,citations=1992; influential=321; open PDF metadata; AI term matches=2,"Federated learning is a distributed machine learning paradigm in which a large number of clients coordinate with a central server to learn a model without sharing their own training data. Due to the heterogeneity of the client datasets, standard federated optimization methods such as Federated Averaging (FedAvg) are often difficult to tune and exhibit unfavorable convergence behavior. In non-federated settings, adaptive optimization methods have had notable success in combating such issues. In this work, we propose federated versions of adaptive optimizers, including Adagrad, Adam, and Yogi, and analyze their convergence in the presence of heterogeneous data for general nonconvex settings. Our results highlight the interplay between client heterogeneity and communication efficiency. We also perform extensive experiments on these methods and show that the use of adaptive optimizers can significantly improve the performance of federated learning."
206,60,60,2020,D-NeRF: Neural Radiance Fields for Dynamic Scenes,"Albert Pumarola, Enric Corona, Gerard Pons-Moll, F. Moreno-Noguer",Computer Vision and Pattern Recognition,2020-11-27,1987,168,261.906,Vision and Multimodal Learning,benchmark/dataset,vision,Neural rendering techniques combining machine learning with geometric reasoning have arisen as one of the most promising approaches for synthesizing novel views of a scene from a sparse set of images.,"high citation signal (1,987); influential citation signal (168); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR46437.2021.01018,https://www.semanticscholar.org/paper/694bdf6e5906992dad2987a3cc8d1a176de691c9,https://arxiv.org/pdf/2011.13961,10.1109/CVPR46437.2021.01018,2011.13961,,227227965,Computer Science,JournalArticle; Conference,deep learning; machine learning,2,citations=1987; influential=168; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2; query hits=2,"Neural rendering techniques combining machine learning with geometric reasoning have arisen as one of the most promising approaches for synthesizing novel views of a scene from a sparse set of images. Among these, stands out the Neural radiance fields (NeRF) [31], which trains a deep network to map 5D input coordinates (representing spatial location and viewing direction) into a volume density and view-dependent emitted radiance. However, despite achieving an unprecedented level of photorealism on the generated images, NeRF is only applicable to static scenes, where the same spatial location can be queried from different images. In this paper we introduce D-NeRF, a method that extends neural radiance fields to a dynamic domain, allowing to reconstruct and render novel images of objects under rigid and non-rigid motions from a single camera moving around the scene. For this purpose we consider time as an additional input to the system, and split the learning process in two main stages: one that encodes the scene into a canonical space and another that maps this canonical representation into the deformed scene at a particular time. Both mappings are simultaneously learned using fully-connected networks. Once the networks are trained, D-NeRF can render novel images, controlling both the camera view and the time variable, and thus, the object movement. We demonstrate the effectiveness of our approach on scenes with objects under rigid, articulated and non-rigid motions. Code, model weights and the dynamic scenes dataset will be available at [1]."
207,43,43,2021,Ensemble deep learning: A review,"M. A. Ganaie, Minghui Hu, M. Tanveer, P. Suganthan",Engineering applications of artificial intelligence,2021-04-06,1975,40,238.944,"Graph Learning, Recommendation, and Core Methods",survey/review,graph-learning,Ensemble learning combines several individual models to obtain better generalization performance.,"high citation signal (1,975); influential citation signal (40); recognized venue; open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.engappai.2022.105151,https://www.semanticscholar.org/paper/8b47a2d47e4122d56e213909591418bbb6894cf2,http://qspace.qu.edu.qa/bitstream/10576/39985/1/Ensemble%20deep%20learning%20%20A%20review.pdf,10.1016/j.engappai.2022.105151,2104.02395,,233033495,Computer Science,JournalArticle; Review,deep learning,1,citations=1975; influential=40; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2,"Ensemble learning combines several individual models to obtain better generalization performance. Currently, deep learning architectures are showing better performance compared to the shallow or traditional models. Deep ensemble learning models combine the advantages of both the deep learning models as well as the ensemble learning such that the final model has better generalization performance. This paper reviews the state-of-art deep ensemble models and hence serves as an extensive summary for the researchers. The ensemble models are broadly categorised into bagging, boosting, stacking, negative correlation based deep ensemble models, explicit/implicit ensembles, homogeneous/heterogeneous ensemble, decision fusion strategies based deep ensemble models. Applications of deep ensemble models in different domains are also briefly discussed. Finally, we conclude this paper with some potential future research directions."
208,49,49,2023,MetaGPT: Meta Programming for Multi-Agent Collaborative Framework,"Sirui Hong, Xiawu Zheng, Jonathan P. Chen, Yuheng Cheng, Ceyao Zhang, Zili Wang, Steven Ka Shing Yau, Z. Lin, et al.",arXiv.org,2023-08-01,1973,152,242.358,Foundation Models and Large Language Models,reinforcement-learning,foundation-models; nlp; reinforcement-learning,"Recently, remarkable progress has been made in automated task-solving through the use of multi-agent driven by large language models (LLMs).","high citation signal (1,973); influential citation signal (152); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2308.00352,https://www.semanticscholar.org/paper/703035b483c181953de1b55b5fd59cd4cd4cf211,https://arxiv.org/pdf/2308.00352,10.48550/arXiv.2308.00352,2308.00352,,260351380,Computer Science,JournalArticle,large language models,1,citations=1973; influential=152; open PDF metadata; AI term matches=4,"Recently, remarkable progress has been made in automated task-solving through the use of multi-agent driven by large language models (LLMs). However, existing LLM-based multi-agent works primarily focus on solving simple dialogue tasks, and complex tasks are rarely studied, mainly due to the LLM hallucination problem. This type of hallucination becomes cascading when naively chaining multiple intelligent agents, resulting in a failure to effectively address complex problems. Therefore, we introduce MetaGPT, an innovative framework that incorporates efficient human workflows as a meta programming approach into LLM-based multi-agent collaboration. Specifically, MetaGPT encodes Standardized Operating Procedures (SOPs) into prompts to enhance structured coordination. Subsequently, it mandates modular outputs, empowering agents with domain expertise comparable to human professionals, to validate outputs and minimize compounded errors. In this way, MetaGPT leverages the assembly line paradigm to assign diverse roles to various agents, thereby establishing a framework that can effectively and cohesively deconstruct complex multi-agent collaborative problems. Our experiments on collaborative software engineering benchmarks demonstrate that MetaGPT generates more coherent and correct solutions compared to existing chat-based multi-agent systems. This highlights the potential of integrating human domain knowledge into multi-agent systems, thereby creating new opportunities to tackle complex real-world challenges. The GitHub repository of this project is publicly available on:https://github.com/geekan/MetaGPT."
209,61,61,2020,Simple and Deep Graph Convolutional Networks,"Ming Chen, Zhewei Wei, Zengfeng Huang, Bolin Ding, Yaliang Li",International Conference on Machine Learning,2020-07-04,1969,341,264.575,General AI Methods and Systems,metadata-ranked,foundation-models,Graph convolutional networks (GCNs) are a powerful deep learning approach for graph-structured data.,"high citation signal (1,969); influential citation signal (341); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/1d81e7f428fea2b2e15ee3a96fe843ca603acc4c,https://www.semanticscholar.org/paper/1d81e7f428fea2b2e15ee3a96fe843ca603acc4c,,,2007.02133,,220363476,Computer Science; Mathematics,JournalArticle; Conference,deep learning,1,citations=1969; influential=341; recognized venue; resource signal; open PDF metadata; AI term matches=2,"Graph convolutional networks (GCNs) are a powerful deep learning approach for graph-structured data. Recently, GCNs and subsequent variants have shown superior performance in various application areas on real-world datasets. Despite their success, most of the current GCN models are shallow, due to the {\em over-smoothing} problem. In this paper, we study the problem of designing and analyzing deep graph convolutional networks. We propose the GCNII, an extension of the vanilla GCN model with two simple yet effective techniques: {\em Initial residual} and {\em Identity mapping}. We provide theoretical and empirical evidence that the two techniques effectively relieves the problem of over-smoothing. Our experiments show that the deep GCNII model outperforms the state-of-the-art methods on various semi- and full-supervised tasks. Code is available at this https URL ."
210,62,62,2020,Adaptive Graph Convolutional Recurrent Network for Traffic Forecasting,"Lei Bai, Lina Yao, Can Li, Xianzhi Wang, Can Wang",Neural Information Processing Systems,2020-07-06,1962,243,246.769,"Graph Learning, Recommendation, and Core Methods",graph-learning,graph-learning,Modeling complex spatial and temporal correlations in the correlated time series data is indispensable for understanding the traffic dynamics and predicting the future status of an evolving traffic system.,"high citation signal (1,962); influential citation signal (243)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://www.semanticscholar.org/paper/8b163b75a6b833911c4e958f8bd52124205382ec,https://www.semanticscholar.org/paper/8b163b75a6b833911c4e958f8bd52124205382ec,,,2007.02842,,220363737,Computer Science; Engineering; Mathematics,JournalArticle,graph neural networks,1,citations=1962; influential=243; open PDF metadata; AI term matches=2,"Modeling complex spatial and temporal correlations in the correlated time series data is indispensable for understanding the traffic dynamics and predicting the future status of an evolving traffic system. Recent works focus on designing complicated graph neural network architectures to capture shared patterns with the help of pre-defined graphs. In this paper, we argue that learning node-specific patterns is essential for traffic forecasting while the pre-defined graph is avoidable. To this end, we propose two adaptive modules for enhancing Graph Convolutional Network (GCN) with new capabilities: 1) a Node Adaptive Parameter Learning (NAPL) module to capture node-specific patterns; 2) a Data Adaptive Graph Generation (DAGG) module to infer the inter-dependencies among different traffic series automatically. We further propose an Adaptive Graph Convolutional Recurrent Network (AGCRN) to capture fine-grained spatial and temporal correlations in traffic series automatically based on the two modules and recurrent networks. Our experiments on two real-world traffic datasets show AGCRN outperforms state-of-the-art by a significant margin without pre-defined graphs about spatial connections."
211,63,63,2020,"ECAPA-TDNN: Emphasized Channel Attention, Propagation and Aggregation in TDNN Based Speaker Verification","Brecht Desplanques, Jenthe Thienpondt, Kris Demuynck",Interspeech,2020-05-14,1952,269,248.075,Foundation Models and Large Language Models,transformer,vision,Current speaker verification techniques rely on a neural network to extract speaker representations.,"high citation signal (1,952); influential citation signal (269); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.21437/INTERSPEECH.2020-2650,https://www.semanticscholar.org/paper/9609f4817a7e769f5e3e07084db35e46696e82cd,https://biblio.ugent.be/publication/8680078/file/8680892.pdf,10.21437/INTERSPEECH.2020-2650,2005.07143,,218630075,Computer Science; Engineering,JournalArticle,computer vision,1,citations=1952; influential=269; open PDF metadata; AI term matches=2,"Current speaker verification techniques rely on a neural network to extract speaker representations. The successful x-vector architecture is a Time Delay Neural Network (TDNN) that applies statistics pooling to project variable-length utterances into fixed-length speaker characterizing embeddings. In this paper, we propose multiple enhancements to this architecture based on recent trends in the related fields of face verification and computer vision. Firstly, the initial frame layers can be restructured into 1-dimensional Res2Net modules with impactful skip connections. Similarly to SE-ResNet, we introduce Squeeze-and-Excitation blocks in these modules to explicitly model channel interdependencies. The SE block expands the temporal context of the frame layer by rescaling the channels according to global properties of the recording. Secondly, neural networks are known to learn hierarchical features, with each layer operating on a different level of complexity. To leverage this complementary information, we aggregate and propagate features of different hierarchical levels. Finally, we improve the statistics pooling module with channel-dependent frame attention. This enables the network to focus on different subsets of frames during each of the channel's statistics estimation. The proposed ECAPA-TDNN architecture significantly outperforms state-of-the-art TDNN based systems on the VoxCeleb test sets and the 2019 VoxCeleb Speaker Recognition Challenge."
