rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
130,26,26,2022,Design and Development of Cost-Effective Child Surveillance System using Computer Vision Technology,"Vedavyas Peddiraju, Ramchandar Rao Pamulaparthi, Chakaradhar Adupa, Laxman Raju Thoutam","2022 International Conference on Recent Trends in Microelectronics, Automation, Computing and Communications Systems (ICMACC)",2022-12-28,2744,186,254.421,Vision and Multimodal Learning,trustworthy-ai; ai4science,vision; reinforcement-learning; trustworthy-ai,"The project's primary goal is to ensure child surveillance, continuous monitor and alert system for safety.","high citation signal (2,744); influential citation signal (186)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICMACC54824.2022.10093561,https://www.semanticscholar.org/paper/290f40b6e5ad78a7f5c2cb226e48f98132843d9f,,10.1109/ICMACC54824.2022.10093561,,,218760367,Computer Science; Engineering,Conference,computer vision,1,citations=2744; influential=186; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,"The project's primary goal is to ensure child surveillance, continuous monitor and alert system for safety. Pre-defined navigation is one of the primary challenges in the robotic industry. Many technologies have been developed to overcome these problems. The project utilizes a high-quality night vision camera that is installed on a navigation robot that moves in the pre-defined path. The night vision camera captures the image and video of child activity, and transmits the data to the main system. The navigation robot is also equipped with the passive infrared (PIR) sensor to monitor any unauthorized human face intervention for child abuduction, and sound sensor for cry detection. The sound sensor detects the crying of the child and gives alert to the parent for immediate assistance.re will be developed using Python in the Google Colab."
136,27,27,2022,Visual Prompt Tuning,"Menglin Jia, Luming Tang, Bor-Chun Chen, C. Cardie, Serge J. Belongie, Bharath Hariharan, S. Lim",European Conference on Computer Vision,2022-03-23,2655,419,266.024,Foundation Models and Large Language Models,transformer,foundation-models; vision,"The current modus operandi in adapting pre-trained models involves updating all the backbone parameters, ie, full fine-tuning.","high citation signal (2,655); influential citation signal (419); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2203.12119,https://www.semanticscholar.org/paper/adb272fbdea3631059cf88ab764bb6c2ce29f965,http://arxiv.org/pdf/2203.12119,10.48550/arXiv.2203.12119,2203.12119,,247618727,Computer Science,JournalArticle; Conference,large language models,1,citations=2655; influential=419; open PDF metadata; title AI matches=1; AI term matches=5,"The current modus operandi in adapting pre-trained models involves updating all the backbone parameters, ie, full fine-tuning. This paper introduces Visual Prompt Tuning (VPT) as an efficient and effective alternative to full fine-tuning for large-scale Transformer models in vision. Taking inspiration from recent advances in efficiently tuning large language models, VPT introduces only a small amount (less than 1% of model parameters) of trainable parameters in the input space while keeping the model backbone frozen. Via extensive experiments on a wide variety of downstream recognition tasks, we show that VPT achieves significant performance gains compared to other parameter efficient tuning protocols. Most importantly, VPT even outperforms full fine-tuning in many cases across model capacities and training data scales, while reducing per-task storage cost."
148,28,28,2022,Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models,"Aarohi Srivastava, Abhinav Rastogi, Abhishek Rao, Abu Awal Md Shoeb, Abubakar Abid, Adam Fisch, Adam R. Brown, Adam Santoro, et al.",arXiv.org,2022-06-09,2513,180,259.031,Foundation Models and Large Language Models,benchmark/dataset; transformer; ai4science,foundation-models; reinforcement-learning; trustworthy-ai; ai4science,Language models demonstrate both quantitative improvement and new qualitative capabilities with increasing scale.,"high citation signal (2,513); influential citation signal (180)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/bd1331b233e84bab7eba503abc60b31ac08e7881,https://www.semanticscholar.org/paper/bd1331b233e84bab7eba503abc60b31ac08e7881,,,2206.04615,,263625818,Computer Science; Linguistics; Mathematics,JournalArticle,large language models,1,citations=2513; influential=180; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"Language models demonstrate both quantitative improvement and new qualitative capabilities with increasing scale. Despite their potentially transformative impact, these new capabilities are as yet poorly characterized. In order to inform future research, prepare for disruptive new model capabilities, and ameliorate socially harmful effects, it is vital that we understand the present and near-future capabilities and limitations of language models. To address this challenge, we introduce the Beyond the Imitation Game benchmark (BIG-bench). BIG-bench currently consists of 204 tasks, contributed by 450 authors across 132 institutions. Task topics are diverse, drawing problems from linguistics, childhood development, math, common-sense reasoning, biology, physics, social bias, software development, and beyond. BIG-bench focuses on tasks that are believed to be beyond the capabilities of current language models. We evaluate the behavior of OpenAI's GPT models, Google-internal dense transformer architectures, and Switch-style sparse transformers on BIG-bench, across model sizes spanning millions to hundreds of billions of parameters. In addition, a team of human expert raters performed all tasks in order to provide a strong baseline. Findings include: model performance and calibration both improve with scale, but are poor in absolute terms (and when compared with rater performance); performance is remarkably similar across model classes, though with benefits from sparsity; tasks that improve gradually and predictably commonly involve a large knowledge or memorization component, whereas tasks that exhibit""breakthrough""behavior at a critical scale often involve multiple steps or components, or brittle metrics; social bias typically increases with scale in settings with ambiguous context, but this can be improved with prompting."
157,29,29,2022,Learn to Explain: Multimodal Reasoning via Thought Chains for Science Question Answering,"Pan Lu, Swaroop Mishra, Tony Xia, Liang Qiu, Kai-Wei Chang, Song-Chun Zhu, Oyvind Tafjord, Peter Clark, et al.",Neural Information Processing Systems,2022-09-20,2400,266,268.462,Foundation Models and Large Language Models,benchmark/dataset; transformer; trustworthy-ai,foundation-models; multimodal; nlp; trustworthy-ai; ai4science,"When answering a question, humans utilize the information available across different modalities to synthesize a consistent and complete chain of thought (CoT).","high citation signal (2,400); influential citation signal (266); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2209.09513,https://www.semanticscholar.org/paper/d3135733aa39dec20ce72aa138589dda27c8406d,http://arxiv.org/pdf/2209.09513,10.48550/arXiv.2209.09513,2209.09513,,252383606,Computer Science,JournalArticle,deep learning; large language models; multimodal learning,3,citations=2400; influential=266; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=4; query hits=3,"When answering a question, humans utilize the information available across different modalities to synthesize a consistent and complete chain of thought (CoT). This process is normally a black box in the case of deep learning models like large-scale language models. Recently, science question benchmarks have been used to diagnose the multi-hop reasoning ability and interpretability of an AI system. However, existing datasets fail to provide annotations for the answers, or are restricted to the textual-only modality, small scales, and limited domain diversity. To this end, we present Science Question Answering (ScienceQA), a new benchmark that consists of ~21k multimodal multiple choice questions with a diverse set of science topics and annotations of their answers with corresponding lectures and explanations. We further design language models to learn to generate lectures and explanations as the chain of thought (CoT) to mimic the multi-hop reasoning process when answering ScienceQA questions. ScienceQA demonstrates the utility of CoT in language models, as CoT improves the question answering performance by 1.20% in few-shot GPT-3 and 3.99% in fine-tuned UnifiedQA. We also explore the upper bound for models to leverage explanations by feeding those in the input; we observe that it improves the few-shot performance of GPT-3 by 18.96%. Our analysis further shows that language models, similar to humans, benefit from explanations to learn from fewer data and achieve the same performance with just 40% of the data. The data and code are available at https://scienceqa.github.io."
160,30,30,2022,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,"S. Cuomo, Vincenzo Schiano Di Cola, F. Giampaolo, G. Rozza, Maizar Raissi, F. Piccialli",Journal of Scientific Computing,2022-01-14,2358,37,233.778,Natural Language Processing and Knowledge,survey/review,nlp,"Physics-Informed Neural Networks (PINN) are neural networks (NNs) that encode model equations, like Partial Differential Equations (PDE), as a component of the neural network itself.","high citation signal (2,358); influential citation signal (37); open-access PDF metadata","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1007/s10915-022-01939-z,https://www.semanticscholar.org/paper/e916f69e70a4321f21356f7ce360e380dd976a43,https://link.springer.com/content/pdf/10.1007/s10915-022-01939-z.pdf,10.1007/s10915-022-01939-z,2201.05624,,246015481,Computer Science; Mathematics; Physics,JournalArticle; Review,machine learning,1,citations=2358; influential=37; survey/benchmark signal; open PDF metadata; title AI matches=2; AI term matches=2,"Physics-Informed Neural Networks (PINN) are neural networks (NNs) that encode model equations, like Partial Differential Equations (PDE), as a component of the neural network itself. PINNs are nowadays used to solve PDEs, fractional equations, integral-differential equations, and stochastic PDEs. This novel methodology has arisen as a multi-task learning framework in which a NN must fit observed data while reducing a PDE residual. This article provides a comprehensive review of the literature on PINNs: while the primary goal of the study was to characterize these networks and their related advantages and disadvantages. The review also attempts to incorporate publications on a broader range of collocation-based physics informed neural networks, which stars form the vanilla PINN, as well as many other variants, such as physics-constrained neural networks (PCNN), variational hp-VPINN, and conservative PINN (CPINN). The study indicates that most research has focused on customizing the PINN through different activation functions, gradient optimization techniques, neural network structures, and loss function structures. Despite the wide range of applications for which PINNs have been used, by demonstrating their ability to be more feasible in some contexts than classical numerical techniques like Finite Element Method (FEM), advancements are still possible, most notably theoretical issues that remain unresolved."
161,31,31,2022,RT-1: Robotics Transformer for Real-World Control at Scale,"Anthony Brohan, Noah Brown, Justice Carbajal, Yevgen Chebotar, Joseph Dabis, Chelsea Finn, K. Gopalakrishnan, Karol Hausman, et al.",Robotics: Science and Systems,2022-12-13,2356,190,267.365,Vision and Multimodal Learning,transformer,nlp; vision; reinforcement-learning; ai4science,"By transferring knowledge from large, diverse, task-agnostic datasets, modern machine learning models can solve specific downstream tasks either zero-shot or with small task-specific datasets to a high level of performance.","high citation signal (2,356); influential citation signal (190); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.48550/arXiv.2212.06817,https://www.semanticscholar.org/paper/fd1cf28a2b8caf2fe29af5e7fa9191cecfedf84d,https://arxiv.org/pdf/2212.06817,10.48550/arXiv.2212.06817,2212.06817,,254591260,Computer Science; Engineering,JournalArticle,computer vision; large language models; machine learning; natural language processing,4,citations=2356; influential=190; recognized venue; open PDF metadata; title AI matches=1; AI term matches=6; query hits=4,"By transferring knowledge from large, diverse, task-agnostic datasets, modern machine learning models can solve specific downstream tasks either zero-shot or with small task-specific datasets to a high level of performance. While this capability has been demonstrated in other fields such as computer vision, natural language processing or speech recognition, it remains to be shown in robotics, where the generalization capabilities of the models are particularly critical due to the difficulty of collecting real-world robotic data. We argue that one of the keys to the success of such general robotic models lies with open-ended task-agnostic training, combined with high-capacity architectures that can absorb all of the diverse, robotic data. In this paper, we present a model class, dubbed Robotics Transformer, that exhibits promising scalable model properties. We verify our conclusions in a study of different model classes and their ability to generalize as a function of the data size, model size, and data diversity based on a large-scale data collection on real robots performing real-world tasks. The project's website and videos can be found at robotics-transformer1.github.io"
164,32,32,2022,AI in health and medicine,"P. Rajpurkar, E. Chen, Oishi Banerjee, E. Topol",Nature Medicine,2022-01-01,2308,41,236.708,General AI Methods and Systems,metadata-ranked,foundation-models,Positions AI in health and medicine within General AI Methods and Systems.,"high citation signal (2,308); influential citation signal (41); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41591-021-01614-0,https://www.semanticscholar.org/paper/5d6f8b7dbe3909869f2821e50ab0f9e9623f32e2,,10.1038/s41591-021-01614-0,,35058619,246098480,Computer Science; Medicine,Review; JournalArticle,artificial intelligence,1,citations=2308; influential=41; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
168,33,33,2022,Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images,"Ali Hatamizadeh, V. Nath, Yucheng Tang, Dong Yang, H. Roth, Daguang Xu",BrainLes@MICCAI,2022-01-04,2270,250,262.372,"AI for Science, Healthcare, and Robotics",transformer; ai4science,multimodal; nlp; vision; ai4science,Semantic segmentation of brain tumors is a fundamental medical image analysis task involving multiple MRI imaging modalities that can assist clinicians in diagnosing the patient and successively studying the progression of the malignant entity.,"high citation signal (2,270); influential citation signal (250)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/978-3-031-08999-2_22,https://www.semanticscholar.org/paper/f7410f535bda5b5a9888512fb954193245c1d0b2,,10.1007/978-3-031-08999-2_22,2201.01266,,245668780,Computer Science; Engineering; Medicine,JournalArticle,computer vision; natural language processing,2,citations=2270; influential=250; resource signal; open PDF metadata; title AI matches=2; AI term matches=5; query hits=2,"Semantic segmentation of brain tumors is a fundamental medical image analysis task involving multiple MRI imaging modalities that can assist clinicians in diagnosing the patient and successively studying the progression of the malignant entity. In recent years, Fully Convolutional Neural Networks (FCNNs) approaches have become the de facto standard for 3D medical image segmentation. The popular""U-shaped""network architecture has achieved state-of-the-art performance benchmarks on different 2D and 3D semantic segmentation tasks and across various imaging modalities. However, due to the limited kernel size of convolution layers in FCNNs, their performance of modeling long-range information is sub-optimal, and this can lead to deficiencies in the segmentation of tumors with variable sizes. On the other hand, transformer models have demonstrated excellent capabilities in capturing such long-range information in multiple domains, including natural language processing and computer vision. Inspired by the success of vision transformers and their variants, we propose a novel segmentation model termed Swin UNEt TRansformers (Swin UNETR). Specifically, the task of 3D brain tumor semantic segmentation is reformulated as a sequence to sequence prediction problem wherein multi-modal input data is projected into a 1D sequence of embedding and used as an input to a hierarchical Swin transformer as the encoder. The swin transformer encoder extracts features at five different resolutions by utilizing shifted windows for computing self-attention and is connected to an FCNN-based decoder at each resolution via skip connections. We have participated in BraTS 2021 segmentation challenge, and our proposed model ranks among the top-performing approaches in the validation phase. Code: https://monai.io/research/swin-unetr"
169,34,34,2022,Diffusion Models: A Comprehensive Survey of Methods and Applications,"Ling Yang, Zhilong Zhang, Shenda Hong, Runsheng Xu, Yue Zhao, Yingxia Shao, Wentao Zhang, Ming-Hsuan Yang, et al.",ACM Computing Surveys,2022-09-02,2263,71,243.821,"AI for Science, Healthcare, and Robotics",survey/review; generative; ai4science,generative-ai; nlp; vision; ai4science,"Diffusion models have emerged as a powerful new family of deep generative models with record-breaking performance in many applications, including image synthesis, video generation, and molecule design.","high citation signal (2,263); influential citation signal (71); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/3626235,https://www.semanticscholar.org/paper/e342165a614588878ad0f4bc9bacf3905df34d08,https://arxiv.org/pdf/2209.00796,10.1145/3626235,2209.00796,,252070859,Computer Science,JournalArticle; Review,computer vision; natural language processing,2,citations=2263; influential=71; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Diffusion models have emerged as a powerful new family of deep generative models with record-breaking performance in many applications, including image synthesis, video generation, and molecule design. In this survey, we provide an overview of the rapidly expanding body of work on diffusion models, categorizing the research into three key areas: efficient sampling, improved likelihood estimation, and handling data with special structures. We also discuss the potential for combining diffusion models with other generative models for enhanced results. We further review the wide-ranging applications of diffusion models in fields spanning from computer vision, natural language processing, temporal data modeling, to interdisciplinary applications in other scientific disciplines. This survey aims to provide a contextualized, in-depth look at the state of diffusion models, identifying the key areas of focus and pointing to potential areas for further exploration. Github: https://github.com/YangLing0818/Diffusion-Models-Papers-Survey-Taxonomy"
173,35,35,2022,Competition-level code generation with AlphaCode,"Yujia Li, David Choi, Junyoung Chung, Nate Kushman, Julian Schrittwieser, R. Leblond, Tom, Eccles, et al.",Science,2022-02-08,2252,188,265.225,Foundation Models and Large Language Models,transformer; self-supervised,trustworthy-ai; ai4science,Programming is a powerful and ubiquitous problem-solving tool.,"high citation signal (2,252); influential citation signal (188); recognized venue; open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1126/science.abq1158,https://www.semanticscholar.org/paper/5cbe278b65a81602a864184bbca37de91448a5f5,https://arxiv.org/pdf/2203.07814,10.1126/science.abq1158,2203.07814,36480631,246527904,Computer Science; Medicine,JournalArticle,artificial intelligence; deep learning; machine learning,3,citations=2252; influential=188; recognized venue; resource signal; open PDF metadata; AI term matches=5; query hits=3,"Programming is a powerful and ubiquitous problem-solving tool. Systems that can assist programmers or even generate programs themselves could make programming more productive and accessible. Recent transformer-based neural network models show impressive code generation abilities yet still perform poorly on more complex tasks requiring problem-solving skills, such as competitive programming problems. Here, we introduce AlphaCode, a system for code generation that achieved an average ranking in the top 54.3% in simulated evaluations on recent programming competitions on the Codeforces platform. AlphaCode solves problems by generating millions of diverse programs using specially trained transformer-based networks and then filtering and clustering those programs to a maximum of just 10 submissions. This result marks the first time an artificial intelligence system has performed competitively in programming competitions. Description Machine learning systems can program too Computer programming competitions are popular tests among programmers that require critical thinking informed by experience and creating solutions to unforeseen problems, both of which are key aspects of human intelligence but challenging to mimic by machine learning models. Using self-supervised learning and an encoder-decoder transformer architecture, Li et al. developed AlphaCode, a deep-learning model that can achieve approximately human-level performance on the Codeforces platform, which regularly hosts these competitions and attracts numerous participants worldwide (see the Perspective by Kolter). The development of such coding platforms could have a huge impact on programmers’ productivity. It may even change the culture of programming by shifting human work to formulating problems, with machine learning being the main one responsible for generating and executing codes. —YS Modern machine learning systems can achieve average human-level performance in popular competitive programming contests."
175,36,36,2022,SignalP 6.0 predicts all five types of signal peptides using protein language models,"Felix Teufel, J. J. Almagro Armenteros, alexander rosenberg johansen, M. H. Gíslason, Silas Irby Pihl, Konstantinos D. Tsirigos, O. Winther, S. Brunak, et al.",Nature Biotechnology,2022-01-03,2242,340,266.389,Foundation Models and Large Language Models,ai4science,reinforcement-learning; ai4science,Signal peptides (SPs) are short amino acid sequences that control protein secretion and translocation in all living organisms.,"high citation signal (2,242); influential citation signal (340); recognized venue; open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s41587-021-01156-3,https://www.semanticscholar.org/paper/e240010a00e736106eb2e9489c52edfb43712e1f,https://www.nature.com/articles/s41587-021-01156-3.pdf,10.1038/s41587-021-01156-3,,34980915,245653362,Biology; Computer Science; Medicine,JournalArticle,machine learning,1,citations=2242; influential=340; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,"Signal peptides (SPs) are short amino acid sequences that control protein secretion and translocation in all living organisms. SPs can be predicted from sequence data, but existing algorithms are unable to detect all known types of SPs. We introduce SignalP 6.0, a machine learning model that detects all five SP types and is applicable to metagenomic data. A new version of SignalP predicts all types of signal peptides."
185,37,37,2022,GPTQ: Accurate Post-Training Quantization for Generative Pre-trained Transformers,"Elias Frantar, Saleh Ashkboos, T. Hoefler, Dan Alistarh",arXiv.org,2022-10-31,2164,348,255.935,Foundation Models and Large Language Models,transformer; generative,foundation-models; generative-ai,"Generative Pre-trained Transformer models, known as GPT or OPT, set themselves apart through breakthrough performance across complex language modelling tasks, but also by their extremely high computational and storage costs.","high citation signal (2,164); influential citation signal (348)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/7da0f2501034522e3d50af7e9b8fa7ec9d7b65b6,https://www.semanticscholar.org/paper/7da0f2501034522e3d50af7e9b8fa7ec9d7b65b6,,,2210.17323,,253237200,Computer Science,JournalArticle,large language models,1,citations=2164; influential=348; open PDF metadata; title AI matches=1; AI term matches=2,"Generative Pre-trained Transformer models, known as GPT or OPT, set themselves apart through breakthrough performance across complex language modelling tasks, but also by their extremely high computational and storage costs. Specifically, due to their massive size, even inference for large, highly-accurate GPT models may require multiple performant GPUs, which limits the usability of such models. While there is emerging work on relieving this pressure via model compression, the applicability and performance of existing compression techniques is limited by the scale and complexity of GPT models. In this paper, we address this challenge, and propose GPTQ, a new one-shot weight quantization method based on approximate second-order information, that is both highly-accurate and highly-efficient. Specifically, GPTQ can quantize GPT models with 175 billion parameters in approximately four GPU hours, reducing the bitwidth down to 3 or 4 bits per weight, with negligible accuracy degradation relative to the uncompressed baseline. Our method more than doubles the compression gains relative to previously-proposed one-shot quantization methods, preserving accuracy, allowing us for the first time to execute an 175 billion-parameter model inside a single GPU for generative inference. Moreover, we also show that our method can still provide reasonable accuracy in the extreme quantization regime, in which weights are quantized to 2-bit or even ternary quantization levels. We show experimentally that these improvements can be leveraged for end-to-end inference speedups over FP16, of around 3.25x when using high-end GPUs (NVIDIA A100) and 4.5x when using more cost-effective ones (NVIDIA A6000). The implementation is available at https://github.com/IST-DASLab/gptq."
186,38,38,2022,Diffusion Models in Vision: A Survey,"Florinel-Alin Croitoru, Vlad Hondru, Radu Tudor Ionescu, M. Shah",IEEE Transactions on Pattern Analysis and Machine Intelligence,2022-09-10,2153,45,247.453,Generative Models and Synthetic Media,survey/review; generative,generative-ai; vision; trustworthy-ai,"Denoising diffusion models represent a recent emerging topic in computer vision, demonstrating remarkable results in the area of generative modeling.","high citation signal (2,153); influential citation signal (45); recognized venue; open-access PDF metadata","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1109/TPAMI.2023.3261988,https://www.semanticscholar.org/paper/efa1647594b236361610a20d507127f0586a379b,https://arxiv.org/pdf/2209.04747,10.1109/TPAMI.2023.3261988,2209.04747,37030794,252199918,Computer Science; Medicine,JournalArticle; Review,computer vision; deep learning,2,citations=2153; influential=45; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=2,"Denoising diffusion models represent a recent emerging topic in computer vision, demonstrating remarkable results in the area of generative modeling. A diffusion model is a deep generative model that is based on two stages, a forward diffusion stage and a reverse diffusion stage. In the forward diffusion stage, the input data is gradually perturbed over several steps by adding Gaussian noise. In the reverse stage, a model is tasked at recovering the original input data by learning to gradually reverse the diffusion process, step by step. Diffusion models are widely appreciated for the quality and diversity of the generated samples, despite their known computational burdens, i.e., low speeds due to the high number of steps involved during sampling. In this survey, we provide a comprehensive review of articles on denoising diffusion models applied in vision, comprising both theoretical and practical contributions in the field. First, we identify and present three generic diffusion modeling frameworks, which are based on denoising diffusion probabilistic models, noise conditioned score networks, and stochastic differential equations. We further discuss the relations between diffusion models and other deep generative models, including variational auto-encoders, generative adversarial networks, energy-based models, autoregressive models and normalizing flows. Then, we introduce a multi-perspective categorization of diffusion models applied in computer vision. Finally, we illustrate the current limitations of diffusion models and envision some interesting directions for future research."
193,39,39,2022,Machine Learning Algorithms: A Review,Ayon Dey,International Journal of Science and Research (IJSR),2022-08-05,2073,89,250.016,"AI for Science, Healthcare, and Robotics",survey/review,ai4science,.,"high citation signal (2,073); influential citation signal (89); recognized venue","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.21275/sr22815163219,https://www.semanticscholar.org/paper/56e8863838b4dcc4790108cd1e7e680a104a7c30,,10.21275/sr22815163219,,,40455026,Computer Science,JournalArticle; Review,machine learning,1,citations=2073; influential=89; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,.
195,40,40,2022,Rethinking the Role of Demonstrations: What Makes In-Context Learning Work?,"Sewon Min, Xinxi Lyu, Ari Holtzman, Mikel Artetxe, M. Lewis, Hannaneh Hajishirzi, Luke Zettlemoyer",Conference on Empirical Methods in Natural Language Processing,2022-02-25,2040,125,239.374,Foundation Models and Large Language Models,transformer,foundation-models; nlp,Large language models (LMs) are able to in-context learn—perform a new task via inference alone by conditioning on a few input-label pairs (demonstrations) and making predictions for new inputs.,"high citation signal (2,040); influential citation signal (125); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/v1/2022.emnlp-main.759,https://www.semanticscholar.org/paper/f4df78183261538e718066331898ee5cad7cad05,https://aclanthology.org/2022.emnlp-main.759.pdf,10.18653/v1/2022.emnlp-main.759,2202.12837,,247155069,Computer Science,JournalArticle; Conference,large language models,1,citations=2040; influential=125; open PDF metadata; AI term matches=3,"Large language models (LMs) are able to in-context learn—perform a new task via inference alone by conditioning on a few input-label pairs (demonstrations) and making predictions for new inputs. However, there has been little understanding of how the model learns and which aspects of the demonstrations contribute to end task performance. In this paper, we show that ground truth demonstrations are in fact not required—randomly replacing labels in the demonstrations barely hurts performance on a range of classification and multi-choce tasks, consistently over 12 different models including GPT-3. Instead, we find that other aspects of the demonstrations are the key drivers of endtask performance, including the fact that they provide a few examples of (1) the label space, (2) the distribution of the input text, and (3) the overall format of the sequence. Together, our analysis provides a new way of understanding how and why in-context learning works, while opening up new questions about how much can be learned from large language models through inference alone."
