candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
11,2012,Extreme Learning Machine for Regression and Multiclass Classification,"G. Huang, Hongming Zhou, Xiaojian Ding, Rui Zhang","IEEE Transactions on Systems, Man, and Cybernetics, Part B (Cybernetics)",2012-04-01,5226,535,293.333,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Extreme Learning Machine for Regression and Multiclass Classification within General AI Methods and Systems.,"high citation signal (5,226); influential citation signal (535); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TSMCB.2011.2168604,https://www.semanticscholar.org/paper/739769f4862753fc80057194456d758d2a148ee3,http://www.ntu.edu.sg/home/egbhuang/pdf/ELM-Unified-Learning.pdf,10.1109/TSMCB.2011.2168604,,21984515,15037168,Computer Science; Mathematics; Medicine,JournalArticle,machine learning; neural networks; support vector machines,3,citations=5226; influential=535; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
12,2012,Multi-column deep neural networks for image classification,"D. Ciresan, U. Meier, J. Schmidhuber",2012 IEEE Conference on Computer Vision and Pattern Recognition,2012-02-13,4051,202,295.138,Vision and Multimodal Learning,benchmark/dataset,machine-learning; vision,Traditional methods of computer vision and machine learning cannot match human performance on tasks such as the recognition of handwritten digits or traffic signs.,"high citation signal (4,051); influential citation signal (202); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2012.6248110,https://www.semanticscholar.org/paper/398c296d0cc7f9d180f84969f8937e6d3a413796,http://arxiv.org/pdf/1202.2745,10.1109/CVPR.2012.6248110,1202.2745,,2161592,Computer Science,JournalArticle; Conference,computer vision; deep learning; machine learning; neural networks,4,citations=4051; influential=202; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=4; AI term matches=7; query hits=4,"Traditional methods of computer vision and machine learning cannot match human performance on tasks such as the recognition of handwritten digits or traffic signs. Our biologically plausible, wide and deep artificial neural network architectures can. Small (often minimal) receptive fields of convolutional winner-take-all neurons yield large network depth, resulting in roughly as many sparsely connected neural layers as found in mammals between retina and visual cortex. Only winner neurons are trained. Several deep neural columns become experts on inputs preprocessed in different ways; their predictions are averaged. Graphics cards allow for fast training. On the very competitive MNIST handwriting benchmark, our method is the first to achieve near-human performance. On a traffic sign recognition benchmark it outperforms humans by a factor of two. We also improve the state-of-the-art on a plethora of common image classification benchmarks."
13,2012,The Arcade Learning Environment: An Evaluation Platform for General Agents,"Marc G. Bellemare, Yavar Naddaf, J. Veness, Michael Bowling",Journal of Artificial Intelligence Research,2012-07-19,3334,461,286.367,Reinforcement Learning and Agents,benchmark/dataset; reinforcement-learning,reinforcement-learning,"In this article we introduce the Arcade Learning Environment (ALE): both a challenge problem and a platform and methodology for evaluating the development of general, domain-independent AI technology.","high citation signal (3,334); influential citation signal (461); recognized venue; open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1613/jair.3912,https://www.semanticscholar.org/paper/f82e4ff4f003581330338aaae71f60316e58dd26,https://jair.org/index.php/jair/article/download/10819/25823,10.1613/jair.3912,1207.4708,,1552061,Computer Science,JournalArticle,reinforcement learning,1,citations=3334; influential=461; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3,"In this article we introduce the Arcade Learning Environment (ALE): both a challenge problem and a platform and methodology for evaluating the development of general, domain-independent AI technology. ALE provides an interface to hundreds of Atari 2600 game environments, each one different, interesting, and designed to be a challenge for human players. ALE presents significant research challenges for reinforcement learning, model learning, model-based planning, imitation learning, transfer learning, and intrinsic motivation. Most importantly, it provides a rigorous testbed for evaluating and comparing approaches to these problems. We illustrate the promise of ALE by developing and benchmarking domain-independent agents designed using well-established AI techniques for both reinforcement learning and planning. In doing so, we also propose an evaluation methodology made possible by ALE, reporting empirical results on over 55 different games. All of the software, including the benchmark agents, is publicly available."
14,2012,A few useful things to know about machine learning,Pedro M. Domingos,Communications of the ACM,2012-10-01,3255,131,250.301,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A few useful things to know about machine learning within General AI Methods and Systems.,"high citation signal (3,255); influential citation signal (131); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/2347736.2347755,https://www.semanticscholar.org/paper/1696cbf7da0ee845c50591843993e6605adec177,http://homes.cs.washington.edu/~pedrod/papers/cacm12.pdf,10.1145/2347736.2347755,,,2559675,Computer Science,JournalArticle,machine learning,1,citations=3255; influential=131; open PDF metadata; title AI matches=1; AI term matches=1,
15,2012,A Practical Guide to Training Restricted Boltzmann Machines,Geoffrey E. Hinton,Neural Networks,,3195,345,262.383,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A Practical Guide to Training Restricted Boltzmann Machines within General AI Methods and Systems.,"high citation signal (3,195); influential citation signal (345)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-3-642-35289-8_32,https://www.semanticscholar.org/paper/e95d3934e51107da7610acd0b1bcb6551671f9f1,,10.1007/978-3-642-35289-8_32,,,21145246,Computer Science; Mathematics,,machine learning,1,citations=3195; influential=345; open PDF metadata; AI term matches=2,
16,2012,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups,"G. Hinton, L. Deng, Dong Yu, George E. Dahl, Abdel-rahman Mohamed, N. Jaitly, A. Senior, Vincent Vanhoucke, et al.",IEEE Signal Processing Magazine,2012-10-18,3104,104,252.052,Natural Language Processing and Knowledge,survey/review,machine-learning; nlp,t speech recognition systems use hidden Markov models (HMMs) to deal with the temporal variability of speech and Gaussian mixture models (GMMs) to determine how well each state of each HMM fits a frame or a short window of frames of coefficients that represents the acoustic input.,"high citation signal (3,104); influential citation signal (104)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1109/MSP.2012.2205597,https://www.semanticscholar.org/paper/31868290adf1c000c611dfc966b514d5a34e8d23,,10.1109/MSP.2012.2205597,,,58623492,Computer Science,JournalArticle; Review,neural networks,1,citations=3104; influential=104; open PDF metadata; title AI matches=3; AI term matches=3,"Most current speech recognition systems use hidden Markov models (HMMs) to deal with the temporal variability of speech and Gaussian mixture models (GMMs) to determine how well each state of each HMM fits a frame or a short window of frames of coefficients that represents the acoustic input. An alternative way to evaluate the fit is to use a feed-forward neural network that takes several frames of coefficients as input and produces posterior probabilities over HMM states as output. Deep neural networks (DNNs) that have many hidden layers and are trained using new methods have been shown to outperform GMMs on a variety of speech recognition benchmarks, sometimes by a large margin. This article provides an overview of this progress and represents the shared views of four research groups that have had recent successes in using DNNs for acoustic modeling in speech recognition."
17,2012,Context-Dependent Pre-Trained Deep Neural Networks for Large-Vocabulary Speech Recognition,"George E. Dahl, Dong Yu, L. Deng, A. Acero","IEEE Transactions on Audio, Speech, and Language Processing",2012-01-01,3087,129,275.922,Natural Language Processing and Knowledge,benchmark/dataset; self-supervised; trustworthy-ai,machine-learning; nlp; trustworthy-ai,We propose a novel context-dependent (CD) model for large-vocabulary speech recognition (LVSR) that leverages recent advances in using deep belief networks for phone recognition.,"high citation signal (3,087); influential citation signal (129); recognized venue; open-access PDF metadata","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1109/TASL.2011.2134090,https://www.semanticscholar.org/paper/6658bbf68995731b2083195054ff45b4eca38b3a,http://www.cs.toronto.edu/%7Egdahl/papers/DRAFT_DBN4LVCSR-TransASLP.pdf,10.1109/TASL.2011.2134090,,,14862572,Computer Science,JournalArticle,neural networks,1,citations=3087; influential=129; recognized venue; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=3; AI term matches=3,"We propose a novel context-dependent (CD) model for large-vocabulary speech recognition (LVSR) that leverages recent advances in using deep belief networks for phone recognition. We describe a pre-trained deep neural network hidden Markov model (DNN-HMM) hybrid architecture that trains the DNN to produce a distribution over senones (tied triphone states) as its output. The deep belief network pre-training algorithm is a robust and often helpful way to initialize deep neural networks generatively that can aid in optimization and reduce generalization error. We illustrate the key components of our model, describe the procedure for applying CD-DNN-HMMs to LVSR, and analyze the effects of various modeling choices on performance. Experiments on a challenging business search dataset demonstrate that CD-DNN-HMMs can significantly outperform the conventional context-dependent Gaussian mixture model (GMM)-HMMs, with an absolute sentence accuracy improvement of 5.8% and 9.2% (or relative error reduction of 16.0% and 23.2%) over the CD-GMM-HMMs trained using the minimum phone error rate (MPE) and maximum-likelihood (ML) criteria, respectively."
18,2012,Supervised Sequence Labelling with Recurrent Neural Networks,Alex Graves,Studies in Computational Intelligence,2012-02-09,2870,174,254.48,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Supervised Sequence Labelling with Recurrent Neural Networks within General AI Methods and Systems.,"high citation signal (2,870); influential citation signal (174); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-3-642-24797-2,https://www.semanticscholar.org/paper/a97b5db17acc731ef67321832dbbaf5766153135,https://link.springer.com/content/pdf/bfm:978-3-642-24797-2/1?pdf=chapter%20toc,10.1007/978-3-642-24797-2,,,2118350,Computer Science,,neural networks,1,citations=2870; influential=174; open PDF metadata; title AI matches=2; AI term matches=2,
19,2012,An assessment of the effectiveness of a random forest classifier for land-cover classification,"V. Rodriguez-Galiano, B. Ghimire, J. Rogan, M. Chica-Olmo, J. P. Rigol-Sánchez",,,2683,81,241.385,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions An assessment of the effectiveness of a random forest classifier for land-cover classification within Graph Learning, Recommendation, and Core Methods.","high citation signal (2,683); influential citation signal (81)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/J.ISPRSJPRS.2011.11.002,https://www.semanticscholar.org/paper/13dd43463710f0b5039fb93f7a9eda29d2d72f89,,10.1016/J.ISPRSJPRS.2011.11.002,,,123476171,Computer Science; Environmental Science,,machine learning; pattern recognition,2,citations=2683; influential=81; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
20,2012,Deep Neural Networks for Acoustic Modeling in Speech Recognition,"Geoffrey E. Hinton, L. Deng, Dong Yu, George E. Dahl, Abdel-rahman Mohamed, N. Jaitly, A. Senior, Vincent Vanhoucke, et al.",,2012-11-01,2544,148,252.577,Natural Language Processing and Knowledge,metadata-ranked,nlp,Positions Deep Neural Networks for Acoustic Modeling in Speech Recognition within Natural Language Processing and Knowledge.,"high citation signal (2,544); influential citation signal (148)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/e33cbb25a8c7390aec6a398e36381f4f7770c283,https://www.semanticscholar.org/paper/e33cbb25a8c7390aec6a398e36381f4f7770c283,,,,,7230302,Computer Science,Review,neural networks,1,citations=2544; influential=148; open PDF metadata; title AI matches=3; AI term matches=3,
21,2012,Practical Recommendations for Gradient-Based Training of Deep Architectures,Yoshua Bengio,Neural Networks,2012-06-24,2381,181,252.921,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,graph-learning,"Learning algorithms related to artificial neural networks and in particular for Deep Learning may seem to involve many bells and whistles, called hyper-parameters.","high citation signal (2,381); influential citation signal (181)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1007/978-3-642-35289-8_26,https://www.semanticscholar.org/paper/522e90b9fccfd3c1c0603359eb04757d770c1ab5,,10.1007/978-3-642-35289-8_26,1206.5533,,10808461,Computer Science,JournalArticle,deep learning; neural networks,2,citations=2381; influential=181; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Learning algorithms related to artificial neural networks and in particular for Deep Learning may seem to involve many bells and whistles, called hyper-parameters. This chapter is meant as a practical guide with recommendations for some of the most commonly used hyperparameters, in particular in the context of learning algorithms based on back-propagated gradient and gradient-based optimization. It also discusses how to deal with the fact that more interesting results can be obtained when allowing one to adjust many hyper-parameters. Overall, it describes elements of the practice used to successfully and efficiently train and debug large-scale and often deep multi-layer neural networks. It closes with open questions about the training difficulties observed with deeper architectures."
22,2012,Stochastic Gradient Descent Tricks,L. Bottou,Neural Networks,,2209,279,251.304,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Stochastic Gradient Descent Tricks within General AI Methods and Systems.,"high citation signal (2,209); influential citation signal (279)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-3-642-35289-8_25,https://www.semanticscholar.org/paper/8a7e4164d954eb55617362dcb18ca1359b4b753b,,10.1007/978-3-642-35289-8_25,,,121049,Computer Science; Mathematics,,neural networks,1,citations=2209; influential=279; open PDF metadata; AI term matches=2,
