candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
226,2022,Deep learning in optical metrology: a review,"Chao Zuo, Jiaming Qian, Shijie Feng, Wei Yin, Yixuan Li, Pengfei Fan, Jing Han, K. Qian, et al.",Light: Science & Applications,2022-02-23,603,5,188.963,Foundation Models and Large Language Models,survey/review; transformer; retrieval,vision; reinforcement-learning; ai4science,"cientific foundations and technological implementations, optical metrology has become versatile problem-solving backbones in manufacturing, fundamental research, and engineering applications, such as quality control, nondestructive testing, experimental mechanics, and biomedicine.",high citation signal (603); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s41377-022-00714-x,https://www.semanticscholar.org/paper/916455d97cd792c2eb5b00663689592e25cbc8d8,https://www.nature.com/articles/s41377-022-00714-x.pdf,10.1038/s41377-022-00714-x,,35197457,247060741,Computer Science; Engineering; Medicine; Physics,Review; JournalArticle,deep learning; machine learning,2,citations=603; influential=5; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,"With the advances in scientific foundations and technological implementations, optical metrology has become versatile problem-solving backbones in manufacturing, fundamental research, and engineering applications, such as quality control, nondestructive testing, experimental mechanics, and biomedicine. In recent years, deep learning, a subfield of machine learning, is emerging as a powerful tool to address problems by learning from data, largely driven by the availability of massive datasets, enhanced computational power, fast data storage, and novel training algorithms for the deep neural network. It is currently promoting increased interests and gaining extensive attention for its utilization in the field of optical metrology. Unlike the traditional “physics-based” approach, deep-learning-enabled optical metrology is a kind of “data-driven” approach, which has already provided numerous alternative solutions to many challenging problems in this field with better performances. In this review, we present an overview of the current status and the latest progress of deep-learning technologies in the field of optical metrology. We first briefly introduce both traditional image-processing algorithms in optical metrology and the basic concepts of deep learning, followed by a comprehensive review of its applications in various optical metrology tasks, such as fringe denoising, phase retrieval, phase unwrapping, subset correlation, and error compensation. The open challenges faced by the current deep-learning approach in optical metrology are then discussed. Finally, the directions for future research are outlined."
227,2022,Application of explainable artificial intelligence for healthcare: A systematic review of the last decade (2011-2022),"H. Loh, C. Ooi, S. Seoni, P. Barua, F. Molinari, Usha R. Acharya",Comput. Methods Programs Biomed.,2022-09-01,602,11,189.631,"AI for Science, Healthcare, and Robotics",survey/review; transformer; trustworthy-ai; ai4science,nlp; trustworthy-ai; ai4science,"BACKGROUND AND OBJECTIVES Artificial intelligence (AI) has branched out to various applications in healthcare, such as health services management, predictive medicine, clinical decision-making, and patient data and diagnostics.",high citation signal (602); influential citation signal (11); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.cmpb.2022.107161,https://www.semanticscholar.org/paper/3b54c7037005fbb4e827e8787a024dd18e0dd619,https://www.sciencedirect.com/science/article/am/pii/S0169260722005429,10.1016/j.cmpb.2022.107161,,36228495,252572204,Computer Science; Medicine,Review; JournalArticle,artificial intelligence,1,citations=602; influential=11; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=3,"BACKGROUND AND OBJECTIVES Artificial intelligence (AI) has branched out to various applications in healthcare, such as health services management, predictive medicine, clinical decision-making, and patient data and diagnostics. Although AI models have achieved human-like performance, their use is still limited because they are seen as a black box. This lack of trust remains the main reason for their low use in practice, especially in healthcare. Hence, explainable artificial intelligence (XAI) has been introduced as a technique that can provide confidence in the model's prediction by explaining how the prediction is derived, thereby encouraging the use of AI systems in healthcare. The primary goal of this review is to provide areas of healthcare that require more attention from the XAI research community. METHODS Multiple journal databases were thoroughly searched using PRISMA guidelines 2020. Studies that do not appear in Q1 journals, which are highly credible, were excluded. RESULTS In this review, we surveyed 99 Q1 articles covering the following XAI techniques: SHAP, LIME, GradCAM, LRP, Fuzzy classifier, EBM, CBR, rule-based systems, and others. CONCLUSION We discovered that detecting abnormalities in 1D biosignals and identifying key text in clinical notes are areas that require more attention from the XAI research community. We hope this is review will encourage the development of a holistic cloud system for a smart city."
228,2022,Learning inverse folding from millions of predicted structures,"Chloe Hsu, Robert Verkuil, Jason Liu, Zeming Lin, Brian L. Hie, Tom Sercu, Adam Lerer, Alexander Rives",bioRxiv,2022-09-06,601,98,208.137,"AI for Science, Healthcare, and Robotics",transformer; self-supervised; ai4science,ai4science,We consider the problem of predicting a protein sequence from its backbone atom coordinates.,high citation signal (601); influential citation signal (98); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1101/2022.04.10.487779,https://www.semanticscholar.org/paper/f9c95ea9bcd529309c1d743f0926b5137f8ed60f,https://www.biorxiv.org/content/biorxiv/early/2022/04/10/2022.04.10.487779.full.pdf,10.1101/2022.04.10.487779,,,248151599,Biology; Computer Science,JournalArticle,machine learning,1,citations=601; influential=98; open PDF metadata; AI term matches=2,"We consider the problem of predicting a protein sequence from its backbone atom coordinates. Machine learning approaches to this problem to date have been limited by the number of available experimentally determined protein structures. We augment training data by nearly three orders of magnitude by predicting structures for 12M protein sequences using AlphaFold2. Trained with this additional data, a sequence-to-sequence transformer with invariant geometric input processing layers achieves 51% native sequence recovery on structurally held-out backbones with 72% recovery for buried residues, an overall improvement of almost 10 percentage points over existing methods. The model generalizes to a variety of more complex tasks including design of protein complexes, partially masked structures, binding interfaces, and multiple states."
229,2022,Educational data mining: prediction of students' academic performance using machine learning algorithms,M. Yağcı,Smart Learning Environments,2022-03-03,601,24,197.87,"Graph Learning, Recommendation, and Core Methods",benchmark/dataset,graph-learning,Educational data mining has become an effective tool for exploring the hidden relationships in educational data and predicting students' academic achievements.,high citation signal (601); influential citation signal (24); open-access PDF metadata,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1186/s40561-022-00192-z,https://www.semanticscholar.org/paper/0ad4189bdddfa32ecf7b1c9122eba57c8d8bbc7f,https://slejournal.springeropen.com/track/pdf/10.1186/s40561-022-00192-z,10.1186/s40561-022-00192-z,,,247233325,Computer Science; Education,JournalArticle,machine learning,1,citations=601; influential=24; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=1,"Educational data mining has become an effective tool for exploring the hidden relationships in educational data and predicting students' academic achievements. This study proposes a new model based on machine learning algorithms to predict the final exam grades of undergraduate students, taking their midterm exam grades as the source data. The performances of the random forests, nearest neighbour, support vector machines, logistic regression, Naïve Bayes, and k-nearest neighbour algorithms, which are among the machine learning algorithms, were calculated and compared to predict the final exam grades of the students. The dataset consisted of the academic achievement grades of 1854 students who took the Turkish Language-I course in a state University in Turkey during the fall semester of 2019–2020. The results show that the proposed model achieved a classification accuracy of 70–75%. The predictions were made using only three types of parameters; midterm exam grades, Department data and Faculty data. Such data-driven studies are very important in terms of establishing a learning analysis framework in higher education and contributing to the decision-making processes. Finally, this study presents a contribution to the early prediction of students at high risk of failure and determines the most effective machine learning methods."
230,2022,A General Survey on Attention Mechanisms in Deep Learning,"Gianni Brauwers, Flavius Frasincar",IEEE Transactions on Knowledge and Data Engineering,2022-03-27,601,6,187.048,General AI Methods and Systems,survey/review; transformer,foundation-models,Attention is an important mechanism that can be employed for a variety of deep learning models across many different domains and tasks.,high citation signal (601); recognized venue; open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TKDE.2021.3126456,https://www.semanticscholar.org/paper/5a71bf38cf409b55b14b2d5159c0b06bef9ad603,https://pure.eur.nl/files/146019571/09609539.pdf,10.1109/TKDE.2021.3126456,2203.14263,,243973878,Computer Science,JournalArticle; Review,deep learning,1,citations=601; influential=6; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,"Attention is an important mechanism that can be employed for a variety of deep learning models across many different domains and tasks. This survey provides an overview of the most important attention mechanisms proposed in the literature. The various attention mechanisms are explained by means of a framework consisting of a general attention model, uniform notation, and a comprehensive taxonomy of attention mechanisms. Furthermore, the various measures for evaluating attention models are reviewed, and methods to characterize the structure of attention models based on the proposed framework are discussed. Last, future work in the field of attention models is considered."
231,2022,"Memristive technologies for data storage, computation, encryption, and radio-frequency communication","M. Lanza, A. Sebastian, W. Lu, M. Le Gallo, M. Chang, D. Akinwande, F. Puglisi, H. Alshareef, et al.",Science,2022-06-03,597,8,189.42,"AI for Science, Healthcare, and Robotics",survey/review; ai4science,ai4science,"Memristive devices, which combine a resistor with memory functions such that voltage pulses can change their resistance (and hence their memory state) in a nonvolatile manner, are beginning to be implemented in integrated circuits for memory applications.",high citation signal (597); recognized venue; open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1126/science.abj9979,https://www.semanticscholar.org/paper/182acc7a1c9a63cfdef9f86ee9df43fd75e05060,https://www.science.org/doi/pdf/10.1126/science.abj9979?download=true,10.1126/science.abj9979,,35653464,249313024,Computer Science; Engineering; Medicine,Review; JournalArticle,artificial intelligence,1,citations=597; influential=8; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=2,"Memristive devices, which combine a resistor with memory functions such that voltage pulses can change their resistance (and hence their memory state) in a nonvolatile manner, are beginning to be implemented in integrated circuits for memory applications. However, memristive devices could have applications in many other technologies, such as non–von Neumann in-memory computing in crossbar arrays, random number generation for data security, and radio-frequency switches for mobile communications. Progress toward the integration of memristive devices in commercial solid-state electronic circuits and other potential applications will depend on performance and reliability challenges that still need to be addressed, as described here. Description Putting memristors to work Memristors, which are resistors that change conductivity and act as memories, are not only being used in commercial computing but have several application areas in computing and communications. Lanza et al. review how devices such as phase-change memories, resistive random-access memories, and magnetoresistive random-access memories are being integrated into silicon electronics. Memristors also are finding use in artificial intelligence when integrated in three-dimensional crossbar arrays for low-power, non–von Neuman architectures. Other applications include random-number generation for data encryption and radiofrequency switches for mobile communications. —PDS A review explains how resistors with memory functions are being integrated into electronics and new computer architectures. BACKGROUND Memristive devices exhibit an electrical resistance that can be adjusted to two or more nonvolatile levels by applying electrical stresses. The core of the most advanced memristive devices is a metal/insulator/metal nanocell made of phase-change, metal-oxide, magnetic, or ferroelectric materials, which is often placed in series with other circuit elements (resistor, selector, transistor) to enhance their performance in array configurations (i.e., avoid damage during state transition, minimize intercell disturbance). The memristive effect was discovered in 1969 and the first commercial product appeared in 2006, consisting of a 4-megabit nonvolatile memory based on magnetic materials. In the past few years, the switching endurance, data retention time, energy consumption, switching time, integration density, and price of memristive nonvolatile memories has been remarkably improved (depending on the materials used, values up to ~1015 cycles, >10 years, ~0.1 pJ, ~10 ns, 256 gigabits per die, and ≤$0.30 per gigabit have been achieved). ADVANCES As of 2021, memristive memories are being used as standalone memory and are also embedded in application-specific integrated circuits for the Internet of Things (smart watches and glasses, medical equipment, computers), and their market value exceeds $621 million. Recent studies have shown that memristive devices may also be exploited for advanced computation, data security, and mobile communication. Advanced computation refers to the hardware implementation of artificial neural networks by exploiting memristive attributes such as progressive conductance increase and decrease, vector matrix multiplication (in crossbar arrays), and spike timing–dependent plasticity; state-of-the-art developments have achieved >10 trillion operations per second per watt. Data encryption can be realized by exploiting the stochasticity inherent in the memristive effect, which manifests as random fluctuations (within a given range) of the switching voltages/times and state currents. For example, true random number generator and physical unclonable functions produce random codes when exposing a population of memristive devices to an electrical stress at 50% of switching probability (it is impossible to predict which devices will switch because that depends on their atomic structure). Mobile communication can also benefit from memristive devices because they could be employed as 5G and terahertz switches with low energy consumption owing to the nonvolatile nature of the resistive states; the current commercial technology is based on silicon transistors, but they are volatile and consume data both during switching and when idle. State-of-the-art developments have achieved cutoff frequencies of >100 THz with excellent insertion loss and isolation. OUTLOOK Consolidating memristive memories in the market and creating new commercial memristive technologies requires further enhancement of their performance, integration density, and cost, which may be achieved via materials and structure engineering. Market forecasts expect the memristive memories market to grow up to ~$5.6 billion by 2026, which will represent ~2% of the nearly $280 billion memory market. Phase-change and metal-oxide memristive memories should improve switching endurance and reduce energy consumption and variability, and the magnetic ones should offer improved integration density. Ferroelectric memristive memories still suffer low switching endurance, which is hindering commercialization. The figures of merit of memristive devices for advanced computation highly depend on the application, but maximizing endurance, retention, and conductance range while minimizing temporal conductance fluctuations are general goals. Memristive devices for data encryption and mobile communication require higher switching endurance, and two-dimensional materials prototypes are being investigated. Part of Science’s coverage of the 75th anniversary of the discovery of the transistor Fundamental memristive effects and their applications. Memristive devices, in which electrical resistance can be adjusted to two or more nonvolatile levels, can be fabricated using different materials (top row). This allows adjusting their performance to fulfill the requirements of different technologies. Memristive memories are a reality, and important progress is being achieved in advanced computation, security systems, and mobile communication (bottom row)."
232,2022,UniFormer: Unifying Convolution and Self-Attention for Visual Recognition,"Kunchang Li, Yali Wang, Junhao Zhang, Peng Gao, Guanglu Song, Yu Liu, Hongsheng Li, Y. Qiao",IEEE Transactions on Pattern Analysis and Machine Intelligence,2022-01-24,596,48,211.108,Vision and Multimodal Learning,transformer; self-supervised,vision,"It is a challenging task to learn discriminative representation from images and videos, due to large local redundancy and complex global dependency in these visual data.",high citation signal (596); influential citation signal (48); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TPAMI.2023.3282631,https://www.semanticscholar.org/paper/f4b11a696aa5a03fed1bfc47e65fdb7eb0e529c1,https://arxiv.org/pdf/2201.09450,10.1109/TPAMI.2023.3282631,2201.09450,37276098,246240170,Computer Science; Medicine,JournalArticle,deep learning,1,citations=596; influential=48; recognized venue; open PDF metadata; AI term matches=5,"It is a challenging task to learn discriminative representation from images and videos, due to large local redundancy and complex global dependency in these visual data. Convolution neural networks (CNNs) and vision transformers (ViTs) have been two dominant frameworks in the past few years. Though CNNs can efficiently decrease local redundancy by convolution within a small neighborhood, the limited receptive field makes it hard to capture global dependency. Alternatively, ViTs can effectively capture long-range dependency via self-attention, while blind similarity comparisons among all the tokens lead to high redundancy. To resolve these problems, we propose a novel Unified transFormer (UniFormer), which can seamlessly integrate the merits of convolution and self-attention in a concise transformer format. Different from the typical transformer blocks, the relation aggregators in our UniFormer block are equipped with local and global token affinity respectively in shallow and deep layers, allowing tackling both redundancy and dependency for efficient and effective representation learning. Finally, we flexibly stack our blocks into a new powerful backbone, and adopt it for various vision tasks from image to video domain, from classification to dense prediction. Without any extra training data, our UniFormer achieves <italic>86.3</italic> top-1 accuracy on ImageNet-1 K classification task. With only ImageNet-1 K pre-training, it can simply achieve state-of-the-art performance in a broad range of downstream tasks. It obtains <italic>82.9/84.8</italic> top-1 accuracy on Kinetics-400/600, <italic>60.9/71.2</italic> top-1 accuracy on Something-Something V1/V2 video classification tasks, <italic>53.8</italic> box AP and <italic>46.4</italic> mask AP on COCO object detection task, <italic>50.8</italic> mIoU on ADE20 K semantic segmentation task, and <italic>77.4</italic> AP on COCO pose estimation task. Moreover, we build an efficient UniFormer with a concise hourglass design of token shrinking and recovering, which achieves <bold>2-4</bold><inline-formula><tex-math notation=""LaTeX"">$\bm {\times }$</tex-math><alternatives><mml:math><mml:mo>×</mml:mo></mml:math><inline-graphic xlink:href=""li-ieq1-3282631.gif""/></alternatives></inline-formula> higher throughput than the recent lightweight models."
233,2022,FinBERT : A Large Language Model for Extracting Information from Financial Text†,"Allen Huang, Hui Wang, Yi Yang",Contemporary Accounting Research,2022-09-29,596,32,196.573,Foundation Models and Large Language Models,metadata-ranked,foundation-models; nlp,Positions FinBERT : A Large Language Model for Extracting Information from Financial Text† within Foundation Models and Large Language Models.,high citation signal (596); influential citation signal (32); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1111/1911-3846.12832,https://www.semanticscholar.org/paper/8798b3a01c29fe0ce45a271bedd934787343dfb5,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1911-3846.12832,10.1111/1911-3846.12832,,,252666016,Business; Computer Science; Linguistics,,large language models,1,citations=596; influential=32; open PDF metadata; title AI matches=2; AI term matches=2,
234,2022,Explainable Artificial Intelligence in education,"Hassan Khosravi, S. B. Shum, Guanliang Chen, C. Conati, Yi-Shan Tsai, J.F.L. Kay, Simon Knight, Roberto Martínez Maldonado, et al.",Computers and Education: Artificial Intelligence,2022-05-01,594,28,204.69,"Trustworthy, Explainable, and Responsible AI",trustworthy-ai,trustworthy-ai,"Positions Explainable Artificial Intelligence in education within Trustworthy, Explainable, and Responsible AI.",high citation signal (594); influential citation signal (28); recognized venue; open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1016/j.caeai.2022.100074,https://www.semanticscholar.org/paper/55b59cf4404f121edb15f69c2493c87eb36a5530,https://doi.org/10.1016/j.caeai.2022.100074,10.1016/j.caeai.2022.100074,,,248790248,Computer Science; Education,JournalArticle,artificial intelligence,1,citations=594; influential=28; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,
235,2022,Tip-Adapter: Training-free Adaption of CLIP for Few-shot Classification,"Renrui Zhang, Zhang Wei, Rongyao Fang, Peng Gao, Kunchang Li, Jifeng Dai, Y. Qiao, Hongsheng Li",European Conference on Computer Vision,2022-07-19,592,106,214.894,"Representation, Self-Supervised, and Transfer Learning",self-supervised; retrieval,multimodal; nlp; vision,"Contrastive Vision-Language Pre-training, known as CLIP, has provided a new paradigm for learning visual representations using large-scale image-text pairs.",high citation signal (592); influential citation signal (106); open-access PDF metadata,"Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.48550/arXiv.2207.09519,https://www.semanticscholar.org/paper/a32887af7eb1fcfd3b3d892ad41f3516a37f11c1,http://arxiv.org/pdf/2207.09519,10.48550/arXiv.2207.09519,2207.09519,,250698940,Computer Science,JournalArticle; Conference,large language models,1,citations=592; influential=106; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"Contrastive Vision-Language Pre-training, known as CLIP, has provided a new paradigm for learning visual representations using large-scale image-text pairs. It shows impressive performance on downstream tasks by zero-shot knowledge transfer. To further enhance CLIP's adaption capability, existing methods proposed to fine-tune additional learnable modules, which significantly improves the few-shot performance but introduces extra training time and computational resources. In this paper, we propose a training-free adaption method for CLIP to conduct few-shot classification, termed as Tip-Adapter, which not only inherits the training-free advantage of zero-shot CLIP but also performs comparably to those training-required approaches. Tip-Adapter constructs the adapter via a key-value cache model from the few-shot training set, and updates the prior knowledge encoded in CLIP by feature retrieval. On top of that, the performance of Tip-Adapter can be further boosted to be state-of-the-art on ImageNet by fine-tuning the cache model for 10$\times$ fewer epochs than existing methods, which is both effective and efficient. We conduct extensive experiments of few-shot classification on 11 datasets to demonstrate the superiority of our proposed methods. Code is released at https://github.com/gaopengcuhk/Tip-Adapter."
236,2022,scBERT as a large-scale pretrained deep language model for cell type annotation of single-cell RNA-seq data,"Wenchuan Wang, Fan Yang, Yuejing Fang, Duyu Tang, Junzhou Huang, Hui Lu, Jianhua Yao",Nature Machine Intelligence,2022-09-26,592,50,209.52,Foundation Models and Large Language Models,metadata-ranked,foundation-models; nlp,Positions scBERT as a large-scale pretrained deep language model for cell type annotation of single-cell RNA-seq data within Foundation Models and Large Language Models.,high citation signal (592); influential citation signal (50); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s42256-022-00534-z,https://www.semanticscholar.org/paper/edb5495bc9081f2adfc8de51e0981510802e4090,https://www.nature.com/articles/s42256-022-00534-z.pdf,10.1038/s42256-022-00534-z,,,245010716,Biology; Computer Science; Medicine,JournalArticle,large language models,1,citations=592; influential=50; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
237,2022,Visual Language Maps for Robot Navigation,"Chen Huang, Oier Mees, Andy Zeng, Wolfram Burgard",IEEE International Conference on Robotics and Automation,2022-10-11,592,50,200.52,Foundation Models and Large Language Models,ai4science; reinforcement-learning,foundation-models; nlp; vision; reinforcement-learning; ai4science,"Grounding language to the visual observations of a navigating agent can be performed using off-the-shelf visual-language models pretrained on Internet-scale data (e.g., image captions).",high citation signal (592); influential citation signal (50); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1109/ICRA48891.2023.10160969,https://www.semanticscholar.org/paper/c305ab1bdba79442bec72ec7f5c5ee7c49c2a566,http://arxiv.org/pdf/2210.05714,10.1109/ICRA48891.2023.10160969,2210.05714,,252846548,Computer Science; Engineering,JournalArticle; Conference,large language models; natural language processing,2,citations=592; influential=50; open PDF metadata; AI term matches=2; query hits=2,"Grounding language to the visual observations of a navigating agent can be performed using off-the-shelf visual-language models pretrained on Internet-scale data (e.g., image captions). While this is useful for matching images to natural language descriptions of object goals, it remains disjoint from the process of mapping the environment, so that it lacks the spatial precision of classic geometric maps. To address this problem, we propose VLMaps, a spatial map representation that directly fuses pretrained visual-language features with a 3D reconstruction of the physical world. VLMaps can be autonomously built from video feed on robots using standard exploration approaches and enables natural language indexing of the map without additional labeled data. Specifically, when combined with large language models (LLMs), VLMaps can be used to (i) translate natural language commands into a sequence of open-vocabulary navigation goals (which, beyond prior work, can be spatial by construction, e.g., “in between the sofa and the TV” or “three meters to the right of the chair”) directly localized in the map, and (ii) can be shared among multiple robots with different embodiments to generate new obstacle maps on-the-fly (by using a list of obstacle categories). Extensive experiments carried out in simulated and real-world environments show that VLMaps enable navigation according to more complex language instructions than existing methods. Videos are available at https://vlmaps.github.io."
238,2022,Deep Learning for Time Series Anomaly Detection: A Survey,"Zahra Zamanzadeh Darban, G. I. Webb, Shirui Pan, Charu C. Aggarwal, Mahsa Salehi",ACM Computing Surveys,2022-11-09,592,15,191.291,"AI for Science, Healthcare, and Robotics",survey/review; ai4science,ai4science,"Time series anomaly detection is important for a wide range of research fields and applications, including financial markets, economics, earth sciences, manufacturing, and healthcare.",high citation signal (592); influential citation signal (15); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/3691338,https://www.semanticscholar.org/paper/b9830d64bb2cf35197b2597b030da05f0fe66dea,https://dl.acm.org/doi/pdf/10.1145/3691338,10.1145/3691338,2211.05244,,253446875,Computer Science; Engineering,JournalArticle; Review,deep learning,1,citations=592; influential=15; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,"Time series anomaly detection is important for a wide range of research fields and applications, including financial markets, economics, earth sciences, manufacturing, and healthcare. The presence of anomalies can indicate novel or unexpected events, such as production faults, system defects, and heart palpitations, and is therefore of particular interest. The large size and complexity of patterns in time series data have led researchers to develop specialised deep learning models for detecting anomalous patterns. This survey provides a structured and comprehensive overview of state-of-the-art deep learning for time series anomaly detection. It provides a taxonomy based on anomaly detection strategies and deep learning models. Aside from describing the basic anomaly detection techniques in each category, their advantages and limitations are also discussed. Furthermore, this study includes examples of deep anomaly detection in time series across various application domains in recent years. Finally, it summarises open issues in research and challenges faced while adopting deep anomaly detection models to time series data."
239,2022,DAIR-V2X: A Large-Scale Dataset for Vehicle-Infrastructure Cooperative 3D Object Detection,"Haibao Yu, Yizhen Luo, Mao Shu, Yiyi Huo, Zebang Yang, Yifeng Shi, Zhenglong Guo, Hanyu Li, et al.",Computer Vision and Pattern Recognition,2022-04-12,591,99,230.91,"AI for Science, Healthcare, and Robotics",benchmark/dataset; trustworthy-ai,vision; trustworthy-ai; ai4science,Autonomous driving faces great safety challenges for a lack of global perspective and the limitation of long-range perception capabilities.,high citation signal (591); influential citation signal (99); recognized venue; open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/CVPR52688.2022.02067,https://www.semanticscholar.org/paper/f3f2e2853029ecbece2d1d27ec45305a36a6b509,https://arxiv.org/pdf/2204.05575,10.1109/CVPR52688.2022.02067,2204.05575,,248118884,Computer Science; Engineering; Environmental Science,JournalArticle; Conference,computer vision,1,citations=591; influential=99; recognized venue; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=2,"Autonomous driving faces great safety challenges for a lack of global perspective and the limitation of long-range perception capabilities. It has been widely agreed that vehicle-infrastructure cooperation is required to achieve Level 5 autonomy. However, there is still NO dataset from real scenarios available for computer vision researchers to work on vehicle-infrastructure cooperation-related problems. To accelerate computer vision research and innovation for Vehicle-Infrastructure Cooperative Autonomous Driving (VICAD), we release DAIR-V2X Dataset, which is the first large-scale, multi-modality, multi-view dataset from real scenarios for VICAD. DAIR-V2X comprises 71254 LiDAR frames and 71254 Camera frames, and all frames are captured from real scenes with 3D annotations. The Vehicle-Infrastructure Cooperative 3D Object Detection problem (VIC3D) is introduced, formulating the problem of collaboratively locating and identifying 3D objects using sensory inputs from both vehicle and infrastructure. In addition to solving traditional 3D object detection problems, the solution of VIC3D needs to consider the temporal asynchrony problem between vehicle and infrastructure sensors and the data transmission cost between them. Furthermore, we propose Time Compensation Late Fusion (TCLF), a late fusion framework for the VIC3D task as a benchmark based on DAIR-V2X. Find data, code, and more up-to-date information at https://thudair.baai.ac.cn/index and https://github.com/AIR-Thu/dair-V2x."
