candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
11,2005,Discovering Knowledge in Data: An Introduction to Data Mining,N. Chawla,,2005-12-01,2706,183,253.888,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Discovering Knowledge in Data: An Introduction to Data Mining within General AI Methods and Systems.,"high citation signal (2,706); influential citation signal (183); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1093/BIB/6.4.411,https://www.semanticscholar.org/paper/f4156a05a47fdeda30638e10954d3674cc056ab6,https://www.jstatsoft.org/index.php/jss/article/view/v016b01/v16b01.pdf,10.1093/BIB/6.4.411,,,9857490,Computer Science; Mathematics,,data mining; machine learning; pattern recognition,3,citations=2706; influential=183; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
12,2005,Clustering of time series data - a survey,T. Liao,Pattern Recognition,2005-11-01,2639,149,263.477,General AI Methods and Systems,survey/review,machine-learning,Positions Clustering of time series data - a survey within General AI Methods and Systems.,"high citation signal (2,639); influential citation signal (149); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.patcog.2005.01.025,https://www.semanticscholar.org/paper/20faa2ef4bb4e84b1d68750cda28d0a45fb16075,,10.1016/j.patcog.2005.01.025,,,8973749,Computer Science,JournalArticle; Review,data mining,1,citations=2639; influential=149; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2,
13,2005,"Data mining - practical machine learning tools and techniques, Second Edition","I. Witten, E. Frank",The Morgan Kaufmann series in data management systems,,2597,295,261.64,Generative Models and Synthetic Media,metadata-ranked,machine-learning,"Positions Data mining - practical machine learning tools and techniques, Second Edition within Generative Models and Synthetic Media.","high citation signal (2,597); influential citation signal (295)","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://www.semanticscholar.org/paper/49d1f40312af25d01da721e33f4a8be8cea29551,https://www.semanticscholar.org/paper/49d1f40312af25d01da721e33f4a8be8cea29551,,,,,59701880,Computer Science,,data mining; machine learning,2,citations=2597; influential=295; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
14,2005,I-Mutant2.0: predicting stability changes upon mutation from the protein sequence or structure,"E. Capriotti, P. Fariselli, R. Casadio",Nucleic Acids Res.,2005-06-27,1958,199,243.941,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,I-Mutant2.0 is a support vector machine (SVM)-based tool for the automatic prediction of protein stability changes upon single point mutations.,"high citation signal (1,958); influential citation signal (199); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1093/nar/gki375,https://www.semanticscholar.org/paper/6fbaa628aab7e1fecc3d11b58651617eca1da67d,https://academic.oup.com/nar/article-pdf/33/suppl_2/W306/7622574/gki375.pdf,10.1093/nar/gki375,,15980478,7999203,Biology; Computer Science; Medicine,JournalArticle; Study,support vector machines,1,citations=1958; influential=199; open PDF metadata; AI term matches=2,"I-Mutant2.0 is a support vector machine (SVM)-based tool for the automatic prediction of protein stability changes upon single point mutations. I-Mutant2.0 predictions are performed starting either from the protein structure or, more importantly, from the protein sequence. This latter task, to the best of our knowledge, is exploited for the first time. The method was trained and tested on a data set derived from ProTherm, which is presently the most comprehensive available database of thermodynamic experimental data of free energy changes of protein stability upon mutation under different conditions. I-Mutant2.0 can be used both as a classifier for predicting the sign of the protein stability change upon mutation and as a regression estimator for predicting the related ΔΔG values. Acting as a classifier, I-Mutant2.0 correctly predicts (with a cross-validation procedure) 80% or 77% of the data set, depending on the usage of structural or sequence information, respectively. When predicting ΔΔG values associated with mutations, the correlation of predicted with expected/experimental values is 0.71 (with a standard error of 1.30 kcal/mol) and 0.62 (with a standard error of 1.45 kcal/mol) when structural or sequence information are respectively adopted. Our web interface allows the selection of a predictive mode that depends on the availability of the protein structure and/or sequence. In this latter case, the web server requires only pasting of a protein sequence in a raw format. We therefore introduce I-Mutant2.0 as a unique and valuable helper for protein design, even when the protein structure is not yet known with atomic resolution. Availability: ."
15,2005,Emotion recognition in human-computer interaction,"Nickolaos F. Fragopanagos, John G. Taylor",Neural Networks,2005-05-01,1840,85,230.758,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Emotion recognition in human-computer interaction within General AI Methods and Systems.,"high citation signal (1,840); influential citation signal (85)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.neunet.2005.03.006,https://www.semanticscholar.org/paper/1925241d58f08524d076cfd9e6506454b2e0475e,,10.1016/j.neunet.2005.03.006,,15921887,62117949,Computer Science; Medicine; Psychology,Review; JournalArticle,neural networks,1,citations=1840; influential=85; open PDF metadata; AI term matches=2,
16,2005,"Introduction to Data Mining, (First Edition)","P. Tan, M. Steinbach, Vipin Kumar",,2005-05-01,1615,104,231.685,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Introduction to Data Mining, (First Edition) within General AI Methods and Systems.","high citation signal (1,615); influential citation signal (104)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/f35bed4a04d3d0cef445574bbb7303afde8a47e4,https://www.semanticscholar.org/paper/f35bed4a04d3d0cef445574bbb7303afde8a47e4,,,,,61024456,Computer Science,,data mining,1,citations=1615; influential=104; open PDF metadata; title AI matches=1; AI term matches=1,
17,2005,Working Set Selection Using Second Order Information for Training Support Vector Machines,"Rong-En Fan, Pai-Hsuen Chen, Chih-Jen Lin",Journal of machine learning research,2005-12-01,1559,117,243.543,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Working Set Selection Using Second Order Information for Training Support Vector Machines within General AI Methods and Systems.,"high citation signal (1,559); influential citation signal (117); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/faef8fb61fdc2ca13a34cfe9f991fd30b21bfe0f,https://www.semanticscholar.org/paper/faef8fb61fdc2ca13a34cfe9f991fd30b21bfe0f,,,,,6256522,Computer Science; Mathematics,JournalArticle,support vector machines,1,citations=1559; influential=117; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
18,2005,Kernel-based methods for hyperspectral image classification,"Gustau Camps-Valls, L. Bruzzone",IEEE Transactions on Geoscience and Remote Sensing,2005-05-23,1510,72,240.118,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Kernel-based methods for hyperspectral image classification within Vision and Multimodal Learning.,"high citation signal (1,510); influential citation signal (72); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TGRS.2005.846154,https://www.semanticscholar.org/paper/9b416ec0b8a787ed4f0cd2dcc00cf083d47104c6,,10.1109/TGRS.2005.846154,,,14495716,Computer Science; Environmental Science; Mathematics,JournalArticle,neural networks; support vector machines,2,citations=1510; influential=72; recognized venue; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
19,2005,Data Mining for Imbalanced Datasets: An Overview,N. Chawla,The Data Mining and Knowledge Discovery Handbook,,1506,54,223.096,General AI Methods and Systems,survey/review,machine-learning,Positions Data Mining for Imbalanced Datasets: An Overview within General AI Methods and Systems.,"high citation signal (1,506); influential citation signal (54); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-0-387-09823-4_45,https://www.semanticscholar.org/paper/ecfdfcd1ef21449a01701122745a7be5ba135e7f,http://www.cse.nd.edu/~nchawla/papers/SPRINGER05.pdf,10.1007/978-0-387-09823-4_45,,,15273230,Computer Science; Mathematics,Review,data mining; machine learning,2,citations=1506; influential=54; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
20,2005,Internet traffic classification using bayesian analysis techniques,"A. Moore, D. Zuev",Measurement and Modeling of Computer Systems,2005-06-06,1493,116,231.473,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Internet traffic classification using bayesian analysis techniques within Graph Learning, Recommendation, and Core Methods.","high citation signal (1,493); influential citation signal (116); open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1145/1064212.1064220,https://www.semanticscholar.org/paper/95ae4502a59e5c1c20dbdfe497fee39705c8ae7f,http://www.cl.cam.ac.uk/~awm22/publications/moore2005internet.pdf,10.1145/1064212.1064220,,,15246188,Computer Science,JournalArticle,bayesian networks,1,citations=1493; influential=116; open PDF metadata; title AI matches=1; AI term matches=1,
21,2005,Classification of hyperspectral data from urban areas based on extended morphological profiles,"J. Benediktsson, J. Palmason, J. Sveinsson",IEEE Transactions on Geoscience and Remote Sensing,2005-02-22,1375,112,239.176,"AI for Science, Healthcare, and Robotics",metadata-ranked,machine-learning,"Positions Classification of hyperspectral data from urban areas based on extended morphological profiles within AI for Science, Healthcare, and Robotics.","high citation signal (1,375); influential citation signal (112); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/TGRS.2004.842478,https://www.semanticscholar.org/paper/c5389f0d9751ce9cd39160320ef17ae968a79edf,http://www.hi.is/~benedikt/extended.pdf,10.1109/TGRS.2004.842478,,,7443466,Computer Science; Environmental Science,JournalArticle,neural networks,1,citations=1375; influential=112; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
22,2005,Nearly optimal control laws for nonlinear systems with saturating actuators using a neural network HJB approach,"M. Abu-Khalaf, F. Lewis",at - Automatisierungstechnik,2005-05-01,1301,135,230.554,Reinforcement Learning and Agents,metadata-ranked,machine-learning; reinforcement-learning,Positions Nearly optimal control laws for nonlinear systems with saturating actuators using a neural network HJB approach within Reinforcement Learning and Agents.,"high citation signal (1,301); influential citation signal (135)","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/j.automatica.2004.11.034,https://www.semanticscholar.org/paper/f5699fa47aa10c95d42015bfe9f788d152fe7e57,,10.1016/j.automatica.2004.11.034,,,14757582,Computer Science; Engineering; Mathematics,JournalArticle,neural networks,1,citations=1301; influential=135; open PDF metadata; title AI matches=1; AI term matches=1,
23,2005,Tree-Based Batch Mode Reinforcement Learning,"D. Ernst, P. Geurts, L. Wehenkel",Journal of machine learning research,2005-12-01,1280,187,245.729,Reinforcement Learning and Agents,reinforcement-learning,machine-learning; reinforcement-learning,Positions Tree-Based Batch Mode Reinforcement Learning within Reinforcement Learning and Agents.,"high citation signal (1,280); influential citation signal (187); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/41356b8998dd7ddf89429445320d82a269e3ab14,https://www.semanticscholar.org/paper/41356b8998dd7ddf89429445320d82a269e3ab14,,,,,724794,Computer Science,JournalArticle,reinforcement learning,1,citations=1280; influential=187; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
24,2005,Predicting breast cancer survivability: a comparison of three data mining methods,"D. Delen, G. Walker, Amit Kadam",Artif. Intell. Medicine,2005-06-01,1247,77,223.838,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Predicting breast cancer survivability: a comparison of three data mining methods within General AI Methods and Systems.,"high citation signal (1,247); influential citation signal (77)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.artmed.2004.07.002,https://www.semanticscholar.org/paper/56ccfcfc5e45ad9c010f2937aa4e998d110a63e1,,10.1016/j.artmed.2004.07.002,,15894176,13545404,Computer Science; Medicine,Study; JournalArticle,data mining; neural networks,2,citations=1247; influential=77; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
25,2005,Fields of Experts: a framework for learning image priors,"S. Roth, Michael J. Black",Computer Vision and Pattern Recognition,2005-06-20,1238,128,237.723,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Fields of Experts: a framework for learning image priors within Vision and Multimodal Learning.,"high citation signal (1,238); influential citation signal (128); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2005.160,https://www.semanticscholar.org/paper/2077d0f30507d51a0d3bbec4957d55e817d66a59,http://www.wisdom.weizmann.ac.il/%7Emica/CVspring06/papers/fields_of_experts/Black_foe.pdf,10.1109/CVPR.2005.160,,,2843211,Computer Science,JournalArticle; Conference,machine learning,1,citations=1238; influential=128; recognized venue; open PDF metadata; AI term matches=2,
26,2005,Generalized principal component analysis (GPCA),"R. Vidal, Yi Ma, S. Sastry",IEEE Transactions on Pattern Analysis and Machine Intelligence,2005-12-01,1198,120,236.104,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,This paper presents an algebro-geometric solution to the problem of segmenting an unknown number of subspaces of unknown and varying dimensions from sample data points.,"high citation signal (1,198); influential citation signal (120); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TPAMI.2005.244,https://www.semanticscholar.org/paper/ff813686f1ec42b3713ec37a327dcc50eec0962f,https://arxiv.org/pdf/1202.4002,10.1109/TPAMI.2005.244,1202.4002,16355661,696914,Computer Science; Mathematics; Medicine,JournalArticle,computer vision,1,citations=1198; influential=120; recognized venue; open PDF metadata; AI term matches=2,"This paper presents an algebro-geometric solution to the problem of segmenting an unknown number of subspaces of unknown and varying dimensions from sample data points. We represent the subspaces with a set of homogeneous polynomials whose degree is the number of subspaces and whose derivatives at a data point give normal vectors to the subspace passing through the point. When the number of subspaces is known, we show that these polynomials can be estimated linearly from data; hence, subspace segmentation is reduced to classifying one point per subspace. We select these points optimally from the data set by minimizing certain distance function, thus dealing automatically with moderate noise in the data. A basis for the complement of each subspace is then recovered by applying standard PCA to the collection of derivatives (normal vectors). Extensions of GPCA that deal with data in a high-dimensional space and with an unknown number of subspaces are also presented. Our experiments on low-dimensional data show that GPCA outperforms existing algebraic algorithms based on polynomial factorization and provides a good initialization to iterative techniques such as k-subspaces and expectation maximization. We also present applications of GPCA to computer vision problems such as face clustering, temporal video segmentation, and 3D motion segmentation from point correspondences in multiple affine views."
27,2005,Neural network-based adaptive dynamic surface control for a class of uncertain nonlinear systems in strict-feedback form,"Dan Wang, Jie Huang",IEEE Transactions on Neural Networks,,1196,78,232.099,Reinforcement Learning and Agents,metadata-ranked,machine-learning; reinforcement-learning,Positions Neural network-based adaptive dynamic surface control for a class of uncertain nonlinear systems in strict-feedback form within Reinforcement Learning and Agents.,"high citation signal (1,196); influential citation signal (78); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TNN.2004.839354,https://www.semanticscholar.org/paper/571921d119ed40df03ed551e965e790fea295fd9,,10.1109/TNN.2004.839354,,15732399,16795065,Computer Science; Engineering; Medicine,JournalArticle; Study,neural networks,1,citations=1196; influential=78; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
28,2005,Forecasting stock market movement direction with support vector machine,"Wei Huang, Y. Nakamori, Shouyang Wang",Computers & Operations Research,2005-10-01,1127,35,211.79,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Forecasting stock market movement direction with support vector machine within General AI Methods and Systems.,"high citation signal (1,127); influential citation signal (35)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.cor.2004.03.016,https://www.semanticscholar.org/paper/ed036a6f69d192c98a750e8b937061eecf1aba50,,10.1016/j.cor.2004.03.016,,,275695364,Business; Computer Science; Mathematics,JournalArticle,machine learning; neural networks; support vector machines,3,citations=1127; influential=35; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
29,2005,Neural Fitted Q Iteration - First Experiences with a Data Efficient Neural Reinforcement Learning Method,Martin A. Riedmiller,European Conference on Machine Learning,2005-10-03,1093,142,240.427,Reinforcement Learning and Agents,reinforcement-learning,machine-learning; reinforcement-learning,Positions Neural Fitted Q Iteration - First Experiences with a Data Efficient Neural Reinforcement Learning Method within Reinforcement Learning and Agents.,"high citation signal (1,093); influential citation signal (142); recognized venue; open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1007/11564096_32,https://www.semanticscholar.org/paper/282001869bd502c7917db8b32b75593addfbbc68,https://link.springer.com/content/pdf/10.1007/11564096_32.pdf,10.1007/11564096_32,,,6921329,Computer Science; Engineering,JournalArticle; Conference,neural networks; reinforcement learning,2,citations=1093; influential=142; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,
