rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
369,22,22,2021,"The coefficient of determination R-squared is more informative than SMAPE, MAE, MAPE, MSE and RMSE in regression analysis evaluation","D. Chicco, M. Warrens, Giuseppe Jurman",PeerJ Computer Science,2021-07-05,4486,213,276.12,"AI for Science, Healthcare, and Robotics",trustworthy-ai; ai4science,machine-learning; trustworthy-ai; ai4science,"Regression analysis makes up a large part of supervised machine learning, and consists of the prediction of a continuous independent target from a set of other predictor variables.","high citation signal (4,486); influential citation signal (213); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.7717/peerj-cs.623,https://www.semanticscholar.org/paper/e866cadc660cb4ba98d03a363b99523923fb149b,https://doi.org/10.7717/peerj-cs.623,10.7717/peerj-cs.623,,34307865,236196832,Computer Science; Medicine,JournalArticle,machine learning,1,citations=4486; influential=213; recognized venue; translation/trustworthiness signal; open PDF metadata; AI term matches=2,"Regression analysis makes up a large part of supervised machine learning, and consists of the prediction of a continuous independent target from a set of other predictor variables. The difference between binary classification and regression is in the target range: in binary classification, the target can have only two values (usually encoded as 0 and 1), while in regression the target can have multiple values. Even if regression analysis has been employed in a huge number of machine learning studies, no consensus has been reached on a single, unified, standard metric to assess the results of the regression itself. Many studies employ the mean square error (MSE) and its rooted variant (RMSE), or the mean absolute error (MAE) and its percentage variant (MAPE). Although useful, these rates share a common drawback: since their values can range between zero and +infinity, a single value of them does not say much about the performance of the regression with respect to the distribution of the ground truth elements. In this study, we focus on two rates that actually generate a high score only if the majority of the elements of a ground truth group has been correctly predicted: the coefficient of determination (also known as R-squared or R2) and the symmetric mean absolute percentage error (SMAPE). After showing their mathematical properties, we report a comparison between R2 and SMAPE in several use cases and in two real medical scenarios. Our results demonstrate that the coefficient of determination (R-squared) is more informative and truthful than SMAPE, and does not have the interpretability limitations of MSE, RMSE, MAE and MAPE. We therefore suggest the usage of R-squared as standard metric to evaluate regression analyses in any scientific domain."
379,23,23,2021,"Machine Learning: Algorithms, Real-World Applications and Research Directions",Iqbal H. Sarker,SN Computer Science,2021-03-08,4424,166,281.342,"AI for Science, Healthcare, and Robotics",ai4science; reinforcement-learning,machine-learning; reinforcement-learning; ai4science,"In the current age of the Fourth Industrial Revolution (4IR or Industry 4.0), the digital world has a wealth of data, such as Internet of Things (IoT) data, cybersecurity data, mobile data, business data, social media data, health data, etc.","high citation signal (4,424); influential citation signal (166); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s42979-021-00592-x,https://www.semanticscholar.org/paper/7872f34e2a164c5cf3c34a7a7433dc3342b6c7ea,https://link.springer.com/content/pdf/10.1007/s42979-021-00592-x.pdf,10.1007/s42979-021-00592-x,,33778771,232322114,Computer Science; Engineering; Medicine,Review; JournalArticle,artificial intelligence; deep learning; machine learning; reinforcement learning,4,citations=4424; influential=166; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=4,"In the current age of the Fourth Industrial Revolution (4IR or Industry 4.0), the digital world has a wealth of data, such as Internet of Things (IoT) data, cybersecurity data, mobile data, business data, social media data, health data, etc. To intelligently analyze these data and develop the corresponding smart and automated applications, the knowledge of artificial intelligence (AI), particularly, machine learning (ML) is the key. Various types of machine learning algorithms such as supervised, unsupervised, semi-supervised, and reinforcement learning exist in the area. Besides, the deep learning, which is part of a broader family of machine learning methods, can intelligently analyze the data on a large scale. In this paper, we present a comprehensive view on these machine learning algorithms that can be applied to enhance the intelligence and the capabilities of an application. Thus, this study’s key contribution is explaining the principles of different machine learning techniques and their applicability in various real-world application domains, such as cybersecurity systems, smart cities, healthcare, e-commerce, agriculture, and many more. We also highlight the challenges and potential research directions based on our study. Overall, this paper aims to serve as a reference point for both academia and industry professionals as well as for decision-makers in various real-world situations and application areas, particularly from the technical point of view."
422,24,24,2021,Switch Transformers: Scaling to Trillion Parameter Models with Simple and Efficient Sparsity,"W. Fedus, Barret Zoph, Noam Shazeer",Journal of machine learning research,2021-01-11,4121,542,293.29,Foundation Models and Large Language Models,benchmark/dataset; transformer; self-supervised,machine-learning,"In deep learning, models typically reuse the same parameters for all inputs.","high citation signal (4,121); influential citation signal (542); recognized venue","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/fdacf2a732f55befdc410ea927091cad3b791f13,https://www.semanticscholar.org/paper/fdacf2a732f55befdc410ea927091cad3b791f13,,,2101.03961,,231573431,Computer Science,JournalArticle,deep learning; large language models,2,citations=4121; influential=542; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"In deep learning, models typically reuse the same parameters for all inputs. Mixture of Experts (MoE) defies this and instead selects different parameters for each incoming example. The result is a sparsely-activated model -- with outrageous numbers of parameters -- but a constant computational cost. However, despite several notable successes of MoE, widespread adoption has been hindered by complexity, communication costs and training instability -- we address these with the Switch Transformer. We simplify the MoE routing algorithm and design intuitive improved models with reduced communication and computational costs. Our proposed training techniques help wrangle the instabilities and we show large sparse models may be trained, for the first time, with lower precision (bfloat16) formats. We design models based off T5-Base and T5-Large to obtain up to 7x increases in pre-training speed with the same computational resources. These improvements extend into multilingual settings where we measure gains over the mT5-Base version across all 101 languages. Finally, we advance the current scale of language models by pre-training up to trillion parameter models on the""Colossal Clean Crawled Corpus""and achieve a 4x speedup over the T5-XXL model."
440,25,25,2021,Learning to Prompt for Vision-Language Models,"Kaiyang Zhou, Jingkang Yang, Chen Change Loy, Ziwei Liu",International Journal of Computer Vision,2021-09-02,4037,718,289.767,Foundation Models and Large Language Models,self-supervised,machine-learning; foundation-models; multimodal; nlp; vision,Large pre-trained vision-language models like CLIP have shown great potential in learning representations that are transferable across a wide range of downstream tasks.,"high citation signal (4,037); influential citation signal (718)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1007/s11263-022-01653-1,https://www.semanticscholar.org/paper/96ea07447d2f9adefe03852a878517a2a6d45b96,,10.1007/s11263-022-01653-1,2109.01134,,237386023,Computer Science,JournalArticle,large language models; natural language processing,2,citations=4037; influential=718; open PDF metadata; title AI matches=2; AI term matches=9; query hits=2,"Large pre-trained vision-language models like CLIP have shown great potential in learning representations that are transferable across a wide range of downstream tasks. Different from the traditional representation learning that is based mostly on discretized labels, vision-language pre-training aligns images and texts in a common feature space, which allows zero-shot transfer to a downstream task via prompting, i.e., classification weights are synthesized from natural language describing classes of interest. In this work, we show that a major challenge for deploying such models in practice is prompt engineering, which requires domain expertise and is extremely time-consuming—one needs to spend a significant amount of time on words tuning since a slight change in wording could have a huge impact on performance. Inspired by recent advances in prompt learning research in natural language processing (NLP), we propose Context Optimization (CoOp), a simple approach specifically for adapting CLIP-like vision-language models for downstream image recognition. Concretely, CoOp models a prompt’s context words with learnable vectors while the entire pre-trained parameters are kept fixed. To handle different image recognition tasks, we provide two implementations of CoOp: unified context and class-specific context. Through extensive experiments on 11 datasets, we demonstrate that CoOp requires as few as one or two shots to beat hand-crafted prompts with a decent margin and is able to gain significant improvements over prompt engineering with more shots, e.g., with 16 shots the average gain is around 15% (with the highest reaching over 45%). Despite being a learning-based approach, CoOp achieves superb domain generalization performance compared with the zero-shot model using hand-crafted prompts."
442,26,26,2021,Restormer: Efficient Transformer for High-Resolution Image Restoration,"Syed Waqas Zamir, Aditya Arora, Salman Hameed Khan, Munawar Hayat, F. Khan, Ming-Hsuan Yang",Computer Vision and Pattern Recognition,2021-11-18,4017,734,297.966,Vision and Multimodal Learning,transformer,machine-learning; nlp; vision,"Since convolutional neural networks (CNNs) perform well at learning generalizable image priors from large-scale data, these models have been extensively applied to image restoration and related tasks.","high citation signal (4,017); influential citation signal (734); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR52688.2022.00564,https://www.semanticscholar.org/paper/1e88d5afe19aea324d33541f60a90b7036894c32,https://arxiv.org/pdf/2111.09881,10.1109/CVPR52688.2022.00564,2111.09881,,244346144,Computer Science; Engineering,JournalArticle; Conference,large language models; neural networks,2,citations=4017; influential=734; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=2,"Since convolutional neural networks (CNNs) perform well at learning generalizable image priors from large-scale data, these models have been extensively applied to image restoration and related tasks. Recently, another class of neural architectures, Transformers, have shown significant performance gains on natural language and high-level vision tasks. While the Transformer model mitigates the shortcomings of CNNs (i.e., limited receptive field and inadaptability to input content), its computational complexity grows quadratically with the spatial resolution, therefore making it infeasible to apply to most image restoration tasks involving high-resolution images. In this work, we propose an efficient Transformer model by making several key designs in the building blocks (multi-head attention and feed-forward network) such that it can capture long-range pixel interactions, while still remaining applicable to large images. Our model, named Restoration Transformer (Restormer), achieves state-of-the-art results on several image restoration tasks, including image deraining, single-image motion deblurring, defocus deblurring (single-image and dual-pixel data), and image denoising (Gaussian grayscale/color denoising, and real image denoising). The source code and pre-trained models are available at https://github.com/swz30/Restormer."
460,27,27,2021,Program Synthesis with Large Language Models,"Jacob Austin, Augustus Odena, Maxwell Nye, Maarten Bosma, H. Michalewski, David Dohan, Ellen Jiang, Carrie J. Cai, et al.",arXiv.org,2021-08-16,3877,593,288.204,Foundation Models and Large Language Models,benchmark/dataset; reinforcement-learning,foundation-models; nlp; reinforcement-learning,This paper explores the limits of the current generation of large language models for program synthesis in general purpose programming languages.,"high citation signal (3,877); influential citation signal (593)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/a38e0f993e4805ba8a9beae4c275c91ffcec01df,https://www.semanticscholar.org/paper/a38e0f993e4805ba8a9beae4c275c91ffcec01df,,,2108.07732,,237142385,Computer Science,JournalArticle,large language models,1,citations=3877; influential=593; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=4,"This paper explores the limits of the current generation of large language models for program synthesis in general purpose programming languages. We evaluate a collection of such models (with between 244M and 137B parameters) on two new benchmarks, MBPP and MathQA-Python, in both the few-shot and fine-tuning regimes. Our benchmarks are designed to measure the ability of these models to synthesize short Python programs from natural language descriptions. The Mostly Basic Programming Problems (MBPP) dataset contains 974 programming tasks, designed to be solvable by entry-level programmers. The MathQA-Python dataset, a Python version of the MathQA benchmark, contains 23914 problems that evaluate the ability of the models to synthesize code from more complex text. On both datasets, we find that synthesis performance scales log-linearly with model size. Our largest models, even without finetuning on a code dataset, can synthesize solutions to 59.6 percent of the problems from MBPP using few-shot learning with a well-designed prompt. Fine-tuning on a held-out portion of the dataset improves performance by about 10 percentage points across most model sizes. On the MathQA-Python dataset, the largest fine-tuned model achieves 83.8 percent accuracy. Going further, we study the model's ability to engage in dialog about code, incorporating human feedback to improve its solutions. We find that natural language feedback from a human halves the error rate compared to the model's initial prediction. Additionally, we conduct an error analysis to shed light on where these models fall short and what types of programs are most difficult to generate. Finally, we explore the semantic grounding of these models by fine-tuning them to predict the results of program execution. We find that even our best models are generally unable to predict the output of a program given a specific input."
482,28,28,2021,Efficiently Modeling Long Sequences with Structured State Spaces,"Albert Gu, Karan Goel, Christopher R'e",International Conference on Learning Representations,2021-10-31,3759,345,273.958,Foundation Models and Large Language Models,benchmark/dataset,vision,"A central goal of sequence modeling is designing a single principled model that can address sequence data across a range of modalities and tasks, particularly on long-range dependencies.","high citation signal (3,759); influential citation signal (345)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/ac2618b2ce5cdcf86f9371bcca98bc5e37e46f51,https://www.semanticscholar.org/paper/ac2618b2ce5cdcf86f9371bcca98bc5e37e46f51,,,2111.00396,,240354066,Computer Science,JournalArticle,large language models,1,citations=3759; influential=345; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,"A central goal of sequence modeling is designing a single principled model that can address sequence data across a range of modalities and tasks, particularly on long-range dependencies. Although conventional models including RNNs, CNNs, and Transformers have specialized variants for capturing long dependencies, they still struggle to scale to very long sequences of $10000$ or more steps. A promising recent approach proposed modeling sequences by simulating the fundamental state space model (SSM) \( x'(t) = Ax(t) + Bu(t), y(t) = Cx(t) + Du(t) \), and showed that for appropriate choices of the state matrix \( A \), this system could handle long-range dependencies mathematically and empirically. However, this method has prohibitive computation and memory requirements, rendering it infeasible as a general sequence modeling solution. We propose the Structured State Space sequence model (S4) based on a new parameterization for the SSM, and show that it can be computed much more efficiently than prior approaches while preserving their theoretical strengths. Our technique involves conditioning \( A \) with a low-rank correction, allowing it to be diagonalized stably and reducing the SSM to the well-studied computation of a Cauchy kernel. S4 achieves strong empirical results across a diverse range of established benchmarks, including (i) 91\% accuracy on sequential CIFAR-10 with no data augmentation or auxiliary losses, on par with a larger 2-D ResNet, (ii) substantially closing the gap to Transformers on image and language modeling tasks, while performing generation $60\times$ faster (iii) SoTA on every task from the Long Range Arena benchmark, including solving the challenging Path-X task of length 16k that all prior work fails on, while being as efficient as all competitors."
487,29,29,2021,BEiT: BERT Pre-Training of Image Transformers,"Hangbo Bao, Li Dong, Furu Wei",International Conference on Learning Representations,2021-06-15,3720,477,281.253,Vision and Multimodal Learning,transformer; self-supervised,machine-learning; foundation-models; nlp; vision,"We introduce a self-supervised vision representation model BEiT, which stands for Bidirectional Encoder representation from Image Transformers.","high citation signal (3,720); influential citation signal (477)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/722ad6ac92286507437b31486f47987d6ece05c9,https://www.semanticscholar.org/paper/722ad6ac92286507437b31486f47987d6ece05c9,,,2106.08254,,235436185,Computer Science,JournalArticle,large language models; natural language processing,2,citations=3720; influential=477; resource signal; open PDF metadata; title AI matches=1; AI term matches=6; query hits=2,"We introduce a self-supervised vision representation model BEiT, which stands for Bidirectional Encoder representation from Image Transformers. Following BERT developed in the natural language processing area, we propose a masked image modeling task to pretrain vision Transformers. Specifically, each image has two views in our pre-training, i.e, image patches (such as 16x16 pixels), and visual tokens (i.e., discrete tokens). We first""tokenize""the original image into visual tokens. Then we randomly mask some image patches and fed them into the backbone Transformer. The pre-training objective is to recover the original visual tokens based on the corrupted image patches. After pre-training BEiT, we directly fine-tune the model parameters on downstream tasks by appending task layers upon the pretrained encoder. Experimental results on image classification and semantic segmentation show that our model achieves competitive results with previous pre-training methods. For example, base-size BEiT achieves 83.2% top-1 accuracy on ImageNet-1K, significantly outperforming from-scratch DeiT training (81.8%) with the same setup. Moreover, large-size BEiT obtains 86.3% only using ImageNet-1K, even outperforming ViT-L with supervised pre-training on ImageNet-22K (85.2%). The code and pretrained models are available at https://aka.ms/beit."
502,30,30,2021,MLP-Mixer: An all-MLP Architecture for Vision,"I. Tolstikhin, N. Houlsby, Alexander Kolesnikov, Lucas Beyer, Xiaohua Zhai, Thomas Unterthiner, Jessica Yung, Daniel Keysers, et al.",Neural Information Processing Systems,2021-05-04,3639,403,273.414,Vision and Multimodal Learning,transformer; self-supervised,machine-learning; vision,Convolutional Neural Networks (CNNs) are the go-to model for computer vision.,"high citation signal (3,639); influential citation signal (403)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/67571d29190faea9fbd104acd16274f8c4edf254,https://www.semanticscholar.org/paper/67571d29190faea9fbd104acd16274f8c4edf254,,,2105.01601,,233714958,Computer Science,JournalArticle,computer vision; neural networks,2,citations=3639; influential=403; open PDF metadata; AI term matches=6; query hits=2,"Convolutional Neural Networks (CNNs) are the go-to model for computer vision. Recently, attention-based networks, such as the Vision Transformer, have also become popular. In this paper we show that while convolutions and attention are both sufficient for good performance, neither of them are necessary. We present MLP-Mixer, an architecture based exclusively on multi-layer perceptrons (MLPs). MLP-Mixer contains two types of layers: one with MLPs applied independently to image patches (i.e.""mixing""the per-location features), and one with MLPs applied across patches (i.e.""mixing""spatial information). When trained on large datasets, or with modern regularization schemes, MLP-Mixer attains competitive scores on image classification benchmarks, with pre-training and inference cost comparable to state-of-the-art models. We hope that these results spark further research beyond the realms of well established CNNs and Transformers."
513,31,31,2021,Transformers in Vision: A Survey,"Salman Hameed Khan, Muzammal Naseer, Munawar Hayat, Syed Waqas Zamir, F. Khan, M. Shah",ACM Computing Surveys,2021-01-04,3599,64,255.593,Vision and Multimodal Learning,survey/review; transformer; self-supervised; generative,machine-learning; generative-ai; multimodal; nlp; vision,Astounding results from Transformer models on natural language tasks have intrigued the vision community to study their application to computer vision problems.,"high citation signal (3,599); influential citation signal (64); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1145/3505244,https://www.semanticscholar.org/paper/3a906b77fa218adc171fecb28bb81c24c14dcc7b,https://arxiv.org/pdf/2101.01169,10.1145/3505244,2101.01169,,230435805,Computer Science,JournalArticle; Review,computer vision; large language models; natural language processing,3,citations=3599; influential=64; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=6; query hits=3,"Astounding results from Transformer models on natural language tasks have intrigued the vision community to study their application to computer vision problems. Among their salient benefits, Transformers enable modeling long dependencies between input sequence elements and support parallel processing of sequence as compared to recurrent networks, e.g., Long short-term memory. Different from convolutional networks, Transformers require minimal inductive biases for their design and are naturally suited as set-functions. Furthermore, the straightforward design of Transformers allows processing multiple modalities (e.g., images, videos, text, and speech) using similar processing blocks and demonstrates excellent scalability to very large capacity networks and huge datasets. These strengths have led to exciting progress on a number of vision tasks using Transformer networks. This survey aims to provide a comprehensive overview of the Transformer models in the computer vision discipline. We start with an introduction to fundamental concepts behind the success of Transformers, i.e., self-attention, large-scale pre-training, and bidirectional feature encoding. We then cover extensive applications of transformers in vision including popular recognition tasks (e.g., image classification, object detection, action recognition, and segmentation), generative modeling, multi-modal tasks (e.g., visual-question answering, visual reasoning, and visual grounding), video processing (e.g., activity recognition, video forecasting), low-level vision (e.g., image super-resolution, image enhancement, and colorization), and three-dimensional analysis (e.g., point cloud classification and segmentation). We compare the respective advantages and limitations of popular techniques both in terms of architectural design and their experimental value. Finally, we provide an analysis on open research directions and possible future works. We hope this effort will ignite further interest in the community to solve current challenges toward the application of transformer models in computer vision."
563,32,32,2021,Accurate prediction of protein structures and interactions using a 3-track neural network,"B. M, D. f, A. I, D. J, O. S, Lee Gr, W. J, C. Q., et al.",Science,2021-07-15,3331,146,265.315,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Deep learning takes on protein folding In 1972, Anfinsen won a Nobel prize for demonstrating a connection between a protein's amino acid sequence and its three-dimensional structure.","high citation signal (3,331); influential citation signal (146); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1126/science.abj8754,https://www.semanticscholar.org/paper/3cf5f512b30187efa088b9ee6c4e9d8fa7f937ce,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7612213,10.1126/science.abj8754,,34282049,236141270,Biology; Computer Science; Medicine,JournalArticle,deep learning; neural networks,2,citations=3331; influential=146; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,"Deep learning takes on protein folding In 1972, Anfinsen won a Nobel prize for demonstrating a connection between a protein's amino acid sequence and its three-dimensional structure. Since 1994, scientists have competed in the biannual Critical Assessment of Structure Prediction (CASP) protein-folding challenge. Deep learning methods took center stage at CASP14, with DeepMind's Alphafold2 achieving remarkable accuracy. Baek et al. explored network architectures based on the DeepMind framework. They used a three-track network to process sequence, distance, and coordinate information simultaneously and achieved accuracies approaching those of DeepMind. The method, RoseTTA fold, can solve challenging x-ray crystallography and cryo–electron microscopy modeling problems and generate accurate models of protein-protein complexes. Science, abj8754, this issue p. 871 Protein structure modeling enables the rapid solution of protein structures and provides insights into function. DeepMind presented notably accurate predictions at the recent 14th Critical Assessment of Structure Prediction (CASP14) conference. We explored network architectures that incorporate related ideas and obtained the best performance with a three-track network in which information at the one-dimensional (1D) sequence level, the 2D distance map level, and the 3D coordinate level is successively transformed and integrated. The three-track network produces structure predictions with accuracies approaching those of DeepMind in CASP14, enables the rapid solution of challenging x-ray crystallography and cryo–electron microscopy structure modeling problems, and provides insights into the functions of proteins of currently unknown structure. The network also enables rapid generation of accurate protein-protein complex models from sequence information alone, short-circuiting traditional approaches that require modeling of individual subunits followed by docking. We make the method available to the scientific community to speed biological research."
643,33,33,2021,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,"Jure Zbontar, Li Jing, Ishan Misra, Yann LeCun, Stéphane Deny",International Conference on Machine Learning,2021-03-04,3036,466,280.458,Vision and Multimodal Learning,self-supervised,machine-learning; vision,Self-supervised learning (SSL) is rapidly closing the gap with supervised methods on large computer vision benchmarks.,"high citation signal (3,036); influential citation signal (466); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/8a9d84d86ac0d76e63914802f9738325c3bece9c,https://www.semanticscholar.org/paper/8a9d84d86ac0d76e63914802f9738325c3bece9c,,,2103.03230,,232110471,Biology; Computer Science; Mathematics,JournalArticle; Conference,computer vision,1,citations=3036; influential=466; recognized venue; open PDF metadata; title AI matches=1; AI term matches=5,"Self-supervised learning (SSL) is rapidly closing the gap with supervised methods on large computer vision benchmarks. A successful approach to SSL is to learn embeddings which are invariant to distortions of the input sample. However, a recurring issue with this approach is the existence of trivial constant solutions. Most current methods avoid such solutions by careful implementation details. We propose an objective function that naturally avoids collapse by measuring the cross-correlation matrix between the outputs of two identical networks fed with distorted versions of a sample, and making it as close to the identity matrix as possible. This causes the embedding vectors of distorted versions of a sample to be similar, while minimizing the redundancy between the components of these vectors. The method is called Barlow Twins, owing to neuroscientist H. Barlow's redundancy-reduction principle applied to a pair of identical networks. Barlow Twins does not require large batches nor asymmetry between the network twins such as a predictor network, gradient stopping, or a moving average on the weight updates. Intriguingly it benefits from very high-dimensional output vectors. Barlow Twins outperforms previous methods on ImageNet for semi-supervised classification in the low-data regime, and is on par with current state of the art for ImageNet classification with a linear classifier head, and for transfer tasks of classification and object detection."
647,34,34,2021,A review on the attention mechanism of deep learning,"Zhaoyang Niu, G. Zhong, Hui Yu",Neurocomputing,2021-04-01,3016,35,237.434,General AI Methods and Systems,survey/review; transformer,machine-learning,Positions A review on the attention mechanism of deep learning within General AI Methods and Systems.,"high citation signal (3,016); influential citation signal (35)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.NEUCOM.2021.03.091,https://www.semanticscholar.org/paper/a56bf7ee9a56d8f84079684339a953c2df9ce76b,,10.1016/J.NEUCOM.2021.03.091,,,233562906,Computer Science,JournalArticle; Review,deep learning; neural networks,2,citations=3016; influential=35; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
687,35,35,2021,Stable-Baselines3: Reliable Reinforcement Learning Implementations,"A. Raffin, Ashley Hill, A. Gleave, A. Kanervisto, M. Ernestus, Noah Dormann",Journal of machine learning research,,2896,187,265.682,Reinforcement Learning and Agents,reinforcement-learning,machine-learning; reinforcement-learning,Positions Stable-Baselines3: Reliable Reinforcement Learning Implementations within Reinforcement Learning and Agents.,"high citation signal (2,896); influential citation signal (187); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/e3fc5b5627af62ee6981a02090cf6bae368202d7,https://www.semanticscholar.org/paper/e3fc5b5627af62ee6981a02090cf6bae368202d7,,,,,246432496,Computer Science,JournalArticle,deep learning; reinforcement learning,2,citations=2896; influential=187; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,
729,36,36,2021,Align before Fuse: Vision and Language Representation Learning with Momentum Distillation,"Junnan Li, Ramprasaath R. Selvaraju, Akhilesh Deepak Gotmare, Shafiq R. Joty, Caiming Xiong, S. Hoi",Neural Information Processing Systems,2021-07-16,2788,341,266.223,Vision and Multimodal Learning,transformer; self-supervised; retrieval,multimodal; nlp; vision,Large-scale vision and language representation learning has shown promising improvements on various vision-language tasks.,"high citation signal (2,788); influential citation signal (341)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/b82c5f9efdb2ae56baa084ca41aeddd8a665c1d1,https://www.semanticscholar.org/paper/b82c5f9efdb2ae56baa084ca41aeddd8a665c1d1,,,2107.07651,,236034189,Computer Science,JournalArticle,large language models; multimodal learning,2,citations=2788; influential=341; resource signal; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,"Large-scale vision and language representation learning has shown promising improvements on various vision-language tasks. Most existing methods employ a transformer-based multimodal encoder to jointly model visual tokens (region-based image features) and word tokens. Because the visual tokens and word tokens are unaligned, it is challenging for the multimodal encoder to learn image-text interactions. In this paper, we introduce a contrastive loss to ALign the image and text representations BEfore Fusing (ALBEF) them through cross-modal attention, which enables more grounded vision and language representation learning. Unlike most existing methods, our method does not require bounding box annotations nor high-resolution images. In order to improve learning from noisy web data, we propose momentum distillation, a self-training method which learns from pseudo-targets produced by a momentum model. We provide a theoretical analysis of ALBEF from a mutual information maximization perspective, showing that different training tasks can be interpreted as different ways to generate views for an image-text pair. ALBEF achieves state-of-the-art performance on multiple downstream vision-language tasks. On image-text retrieval, ALBEF outperforms methods that are pre-trained on orders of magnitude larger datasets. On VQA and NLVR$^2$, ALBEF achieves absolute improvements of 2.37% and 3.84% compared to the state-of-the-art, while enjoying faster inference speed. Code and pre-trained models are available at https://github.com/salesforce/ALBEF/."
