candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
221,2021,QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering,"Michihiro Yasunaga, Hongyu Ren, Antoine Bosselut, Percy Liang, J. Leskovec",North American Chapter of the Association for Computational Linguistics,2021-04-13,840,98,216.493,Foundation Models and Large Language Models,graph-learning,nlp," using knowledge from pre-trained language models (LMs) and knowledge graphs (KGs) presents two challenges: given a QA context (question and answer choice), methods need to (i) identify relevant knowledge from large KGs, and (ii) perform joint reasoning over the QA context and KG.",high citation signal (840); influential citation signal (98); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/V1/2021.NAACL-MAIN.45,https://www.semanticscholar.org/paper/3950df97ea527009a32569cb7016bc3df1383dca,https://aclanthology.org/2021.naacl-main.45.pdf,10.18653/V1/2021.NAACL-MAIN.45,2104.06378,,233219869,Computer Science,JournalArticle; Conference,large language models,1,citations=840; influential=98; open PDF metadata; title AI matches=1; AI term matches=1,"The problem of answering questions using knowledge from pre-trained language models (LMs) and knowledge graphs (KGs) presents two challenges: given a QA context (question and answer choice), methods need to (i) identify relevant knowledge from large KGs, and (ii) perform joint reasoning over the QA context and KG. Here we propose a new model, QA-GNN, which addresses the above challenges through two key innovations: (i) relevance scoring, where we use LMs to estimate the importance of KG nodes relative to the given QA context, and (ii) joint reasoning, where we connect the QA context and KG to form a joint graph, and mutually update their representations through graph-based message passing. We evaluate QA-GNN on the CommonsenseQA and OpenBookQA datasets, and show its improvement over existing LM and LM+KG models, as well as its capability to perform interpretable and structured reasoning, e.g., correctly handling negation in questions."
222,2021,Contrastive Learning for Compact Single Image Dehazing,"Haiyan Wu, Yanyun Qu, Shaohui Lin, J. Zhou, Ruizhi Qiao, Zhizhong Zhang, Yuan Xie, Lizhuang Ma",Computer Vision and Pattern Recognition,2021-04-19,836,98,232.388,"Representation, Self-Supervised, and Transfer Learning",self-supervised,machine-learning; generative-ai; vision,Single image dehazing is a challenging ill-posed problem due to the severe information degeneration.,high citation signal (836); influential citation signal (98); recognized venue; open-access PDF metadata,"Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1109/CVPR46437.2021.01041,https://www.semanticscholar.org/paper/fc5ed765f8a07d265936994a3ef2b2ac441e7283,https://arxiv.org/pdf/2104.09367,10.1109/CVPR46437.2021.01041,2104.09367,,233296013,Computer Science; Engineering,JournalArticle; Conference,deep learning,1,citations=836; influential=98; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=4,"Single image dehazing is a challenging ill-posed problem due to the severe information degeneration. However, existing deep learning based dehazing methods only adopt clear images as positive samples to guide the training of dehazing network while negative information is unexploited. Moreover, most of them focus on strengthening the dehazing network with an increase of depth and width, leading to a significant requirement of computation and memory. In this paper, we propose a novel contrastive regularization (CR) built upon contrastive learning to exploit both the information of hazy images and clear images as negative and positive samples, respectively. CR ensures that the restored image is pulled to closer to the clear image and pushed to far away from the hazy image in the representation space.Furthermore, considering trade-off between performance and memory storage, we develop a compact dehazing network based on autoencoder-like (AE) framework. It involves an adaptive mixup operation and a dynamic feature enhancement module, which can benefit from preserving information flow adaptively and expanding the receptive field to improve the network’s transformation capability, respectively. We term our dehazing network with autoencoder and contrastive regularization as AECR-Net. The extensive experiments on synthetic and real-world datasets demonstrate that our AECR-Net surpass the state-of-the-art approaches. The code is released in https://github.com/GlassyWu/AECR-Net."
223,2021,Deep learning in histopathology: the path to the clinic,"J. A. van der Laak, G. Litjens, F. Ciompi",Nature Medicine,2021-05-01,833,15,203.793,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Deep learning in histopathology: the path to the clinic within General AI Methods and Systems.,high citation signal (833); influential citation signal (15); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41591-021-01343-4,https://www.semanticscholar.org/paper/7d873a9c49d3864709aa762f8740edcdbd7369c5,,10.1038/s41591-021-01343-4,,33990804,234597294,Computer Science; Medicine,Review; JournalArticle,artificial intelligence; deep learning; machine learning,3,citations=833; influential=15; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
224,2021,SCINet: Time Series Modeling and Forecasting with Sample Convolution and Interaction,"Minhao Liu, Ailing Zeng, Mu-Hwa Chen, Zhijian Xu, Qiuxia Lai, Lingna Ma, Qiang Xu",Neural Information Processing Systems,2021-06-17,823,47,204.909,General AI Methods and Systems,transformer,machine-learning,One unique property of time series is that the temporal relations are largely preserved after downsampling into two sub-sequences.,high citation signal (823); influential citation signal (47),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.52202/068431-0421,https://www.semanticscholar.org/paper/d9878cbb72b05f9b5ef0de7654209a25907c97b7,,10.52202/068431-0421,2106.09305,,252873681,Computer Science,JournalArticle,neural networks,1,citations=823; influential=47; open PDF metadata; AI term matches=2,"One unique property of time series is that the temporal relations are largely preserved after downsampling into two sub-sequences. By taking advantage of this property, we propose a novel neural network architecture that conducts sample convolution and interaction for temporal modeling and forecasting, named SCINet. Specifically, SCINet is a recursive downsample-convolve-interact architecture. In each layer, we use multiple convolutional filters to extract distinct yet valuable temporal features from the downsampled sub-sequences or features. By combining these rich features aggregated from multiple resolutions, SCINet effectively models time series with complex temporal dynamics. Experimental results show that SCINet achieves significant forecasting accuracy improvements over both existing convolutional models and Transformer-based solutions across various real-world time series forecasting datasets. Our codes and data are available at https://github.com/cure-lab/SCINet."
225,2021,Explanation of Machine Learning Models Using Shapley Additive Explanation and Application for Real Data in Hospital,"Yasunobu Nohara, Koutarou Matsumoto, H. Soejima, N. Nakashima",Comput. Methods Programs Biomed.,2021-12-01,823,16,194.377,"Trustworthy, Explainable, and Responsible AI",trustworthy-ai,machine-learning; trustworthy-ai,"BACKGROUND AND OBJECTIVE When using machine learning techniques in decision-making processes, the interpretability of the models is important.",high citation signal (823); influential citation signal (16); open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1016/j.cmpb.2021.106584,https://www.semanticscholar.org/paper/a11cdeaf08ffae53c6cf4c79c367709f71699660,https://arxiv.org/pdf/2112.11071,10.1016/j.cmpb.2021.106584,2112.11071,34942412,245068082,Computer Science; Mathematics; Medicine,JournalArticle,machine learning,1,citations=823; influential=16; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,"BACKGROUND AND OBJECTIVE When using machine learning techniques in decision-making processes, the interpretability of the models is important. In the present paper, we adopted the Shapley additive explanation (SHAP), which is based on fair profit allocation among many stakeholders depending on their contribution, for interpreting a gradient-boosting decision tree model using hospital data. METHODS For better interpretability, we propose two novel techniques as follows: (1) a new metric of feature importance using SHAP and (2) a technique termed feature packing, which packs multiple similar features into one grouped feature to allow an easier understanding of the model without reconstruction of the model. We then compared the explanation results between the SHAP framework and existing methods using cerebral infarction data from our hospital. RESULTS The interpretation by SHAP was mostly consistent with that by the existing methods. We showed how the A/G ratio works as an important prognostic factor for cerebral infarction using proposed techniques. CONCLUSION Our techniques are useful for interpreting machine learning models and can uncover the underlying relationships between features and outcome."
226,2021,Physics-Informed Neural Operator for Learning Partial Differential Equations,"Zong-Yi Li, Hongkai Zheng, Nikola B. Kovachki, David Jin, Haoxuan Chen, Burigede Liu, K. Azizzadenesheli, Anima Anandkumar",ACM / IMS Journal of Data Science,2021-11-06,822,56,228.288,Reinforcement Learning and Agents,benchmark/dataset,machine-learning; reinforcement-learning; ai4science,"In this article, we propose physics-informed neural operators (PINO) that combine training data and physics constraints to learn the solution operator of a given family of parametric Partial Differential Equations (PDE).",high citation signal (822); influential citation signal (56); recognized venue; open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1145/3648506,https://www.semanticscholar.org/paper/319d0aea3b8d5500ea01d722bf9deaf776915634,https://dl.acm.org/doi/pdf/10.1145/3648506,10.1145/3648506,2111.03794,,243847513,Computer Science; Mathematics; Physics,JournalArticle,machine learning; neural networks,2,citations=822; influential=56; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3; query hits=2,"In this article, we propose physics-informed neural operators (PINO) that combine training data and physics constraints to learn the solution operator of a given family of parametric Partial Differential Equations (PDE). PINO is the first hybrid approach incorporating data and PDE constraints at different resolutions to learn the operator. Specifically, in PINO, we combine coarse-resolution training data with PDE constraints imposed at a higher resolution. The resulting PINO model can accurately approximate the ground-truth solution operator for many popular PDE families and shows no degradation in accuracy even under zero-shot super-resolution, that is, being able to predict beyond the resolution of training data. PINO uses the Fourier neural operator (FNO) framework that is guaranteed to be a universal approximator for any continuous operator and discretization convergent in the limit of mesh refinement. By adding PDE constraints to FNO at a higher resolution, we obtain a high-fidelity reconstruction of the ground-truth operator. Moreover, PINO succeeds in settings where no training data is available and only PDE constraints are imposed, while previous approaches, such as the Physics-Informed Neural Network (PINN), fail due to optimization challenges, for example, in multi-scale dynamic systems such as Kolmogorov flows. Highlights PROBLEM STATEMENT Machine learning methods have recently shown promise in solving partial differential equations (PDEs) raised in science and engineering. They can be classified into two broad categories: approximating the solution function and learning the solution operator. The Physics-Informed Neural Network (PINN) is an example of the former while the Fourier neural operator (FNO) is an example of the latter. Both these approaches have shortcomings. The optimization in PINN is challenging and prone to failure, especially on multi-scale dynamic systems. FNO does not suffer from this optimization issue since it carries out supervised learning on a given dataset, but obtaining such data may be too expensive or infeasible. In this paper, we consider a new learning paradigm, aiming to overcome the optimization challenge in PINN and relieve the data requirement in FNO. METHODS In this paper, we propose physics-informed neural operators (PINO) that combine training data and physics constraints to learn the solution operator of a given family of parametric PDEs. In the operator-learning phase, PINO learns the solution operator over multiple instances of the parametric PDE family using training data and physics constraints. In the instance-wise fine-tuning phase, PINO optimizes the pre-trained operator ansatz for the querying instance of the PDE using the physics constraints only. Specifically, we combine coarse-resolution training data with PDE constraints imposed at a higher resolution. By adding PDE constraints to FNO at a higher resolution, we obtain a high-fidelity reconstruction of the ground-truth operator. RESULTS The resulting PINO model can accurately approximate the ground-truth solution operator for many popular PDE families and shows no degradation in accuracy even under zero-shot super-resolution, i.e., being able to predict beyond the resolution of training data. Experiments show PINO outperforms previous ML methods on many popular PDE families while retaining the extraordinary speed-up of FNO compared to solvers. With the equation constraints, PINO requires few to no data to learn the Burgers, Darcy, and Navier-Stokes equation. In particular, PINO accurately solves long temporal transient flows and Kolmogorov flows where other baseline methods fail to converge. SIGNIFICANCE PINO uses the neural operator framework that is guaranteed to be a universal approximator for any continuous operator and discretization convergent in the limit of mesh refinement. Moreover, PINO succeeds in settings where no training data is available and only PDE constraints are imposed. These advantages could lead to applications such as weather forecast, airfoil designs, and turbulence control."
227,2021,A review of wind speed and wind power forecasting with deep neural networks,"Yun Wang, Runmin Zou, Fang Liu, Lingjun Zhang, Qianyi Liu",Applied Energy,2021-12-01,819,13,196.551,General AI Methods and Systems,survey/review,machine-learning,Positions A review of wind speed and wind power forecasting with deep neural networks within General AI Methods and Systems.,high citation signal (819); influential citation signal (13),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.apenergy.2021.117766,https://www.semanticscholar.org/paper/b84e1dce761127c79606ace6d31611b944e5e532,,10.1016/j.apenergy.2021.117766,,,239177741,Computer Science; Engineering; Environmental Science,Review,neural networks,1,citations=819; influential=13; survey/benchmark signal; open PDF metadata; title AI matches=2; AI term matches=2,
228,2021,DenseCLIP: Language-Guided Dense Prediction with Context-Aware Prompting,"Yongming Rao, Wenliang Zhao, Guangyi Chen, Yansong Tang, Zheng Zhu, Guan Huang, Jie Zhou, Jiwen Lu",Computer Vision and Pattern Recognition,2021-12-02,815,47,225.694,Foundation Models and Large Language Models,self-supervised,machine-learning; foundation-models; multimodal; nlp; vision,Recent progress has shown that large-scale pre-training using contrastive image-text pairs can be a promising alternative for high-quality visual representation learning from natural language supervision.,high citation signal (815); influential citation signal (47); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1109/CVPR52688.2022.01755,https://www.semanticscholar.org/paper/6d1ef4436904de111c8b1975bbf25d3fe2f165f7,https://arxiv.org/pdf/2112.01518,10.1109/CVPR52688.2022.01755,2112.01518,,244800733,Computer Science,JournalArticle; Conference,large language models,1,citations=815; influential=47; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=8,"Recent progress has shown that large-scale pre-training using contrastive image-text pairs can be a promising alternative for high-quality visual representation learning from natural language supervision. Benefiting from a broader source of supervision, this new paradigm exhibits impressive transferability to downstream classification tasks and datasets. However, the problem of transferring the knowledge learned from image-text pairs to more complex dense prediction tasks has barely been visited. In this work, we present a new framework for dense prediction by implicitly and explicitly leveraging the pre-trained knowledge from CLIP. Specifically, we convert the original image-text matching problem in CLIP to a pixel-text matching problem and use the pixel-text score maps to guide the learning of dense prediction models. By further using the contextual information from the image to prompt the language model, we are able to facilitate our model to better exploit the pretrained knowledge. Our method is model-agnostic, which can be applied to arbitrary dense prediction systems and various pre-trained visual backbones including both CLIP models and ImageNet pre-trained models. Extensive experiments demonstrate the superior performance of our methods on semantic segmentation, object detection, and instance segmentation tasks. Code is available at https://github.com/raoyongming/DenseCLIP."
229,2021,"CNN Variants for Computer Vision: History, Architecture, Application, Challenges and Future Scope","Dulari Bhatt, Chirag I. Patel, Hardik N. Talsania, Jigar Patel, Rasmika Vaghela, Sharnil Pandya, Kirit J. Modi, H. Ghayvat",Electronics,2021-10-11,815,14,201.41,Vision and Multimodal Learning,survey/review; transformer,machine-learning; nlp; vision,Computer vision is becoming an increasingly trendy word in the area of image processing.,high citation signal (815); influential citation signal (14); open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.3390/electronics10202470,https://www.semanticscholar.org/paper/327109fdbc6291c231dc4a7c3c2515e77202f894,https://www.mdpi.com/2079-9292/10/20/2470/pdf?version=1633955851,10.3390/electronics10202470,,,242826183,Computer Science,Review,computer vision; natural language processing; neural networks,3,citations=815; influential=14; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=3,"Computer vision is becoming an increasingly trendy word in the area of image processing. With the emergence of computer vision applications, there is a significant demand to recognize objects automatically. Deep CNN (convolution neural network) has benefited the computer vision community by producing excellent results in video processing, object recognition, picture classification and segmentation, natural language processing, speech recognition, and many other fields. Furthermore, the introduction of large amounts of data and readily available hardware has opened new avenues for CNN study. Several inspirational concepts for the progress of CNN have been investigated, including alternative activation functions, regularization, parameter optimization, and architectural advances. Furthermore, achieving innovations in architecture results in a tremendous enhancement in the capacity of the deep CNN. Significant emphasis has been given to leveraging channel and spatial information, with a depth of architecture and information processing via multi-path. This survey paper focuses mainly on the primary taxonomy and newly released deep CNN architectures, and it divides numerous recent developments in CNN architectures into eight groups. Spatial exploitation, multi-path, depth, breadth, dimension, channel boosting, feature-map exploitation, and attention-based CNN are the eight categories. The main contribution of this manuscript is in comparing various architectural evolutions in CNN by its architectural change, strengths, and weaknesses. Besides, it also includes an explanation of the CNN’s components, the strengths and weaknesses of various CNN variants, research gap or open challenges, CNN applications, and the future research direction."
230,2021,A Comprehensive Survey on Graph Anomaly Detection With Deep Learning,"Xiaoxiao Ma, Jia Wu, Shan Xue, Jian Yang, Chuan Zhou, Quan Z. Sheng, Hui Xiong",IEEE Transactions on Knowledge and Data Engineering,2021-06-14,814,34,221.245,Reinforcement Learning and Agents,survey/review; transformer,reinforcement-learning,"Anomalies are rare observations (e.g., data records or events) that deviate significantly from the others in the sample.",high citation signal (814); influential citation signal (34); recognized venue; open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TKDE.2021.3118815,https://www.semanticscholar.org/paper/35067cc8153b7e6270797fffaefc5c9cefdfe515,https://arxiv.org/pdf/2106.07178,10.1109/TKDE.2021.3118815,2106.07178,,235421996,Computer Science; Mathematics,JournalArticle; Review,data mining; deep learning,2,citations=814; influential=34; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,"Anomalies are rare observations (e.g., data records or events) that deviate significantly from the others in the sample. Over the past few decades, research on anomaly mining has received increasing interests due to the implications of these occurrences in a wide range of disciplines - for instance, security, finance, and medicine. For this reason, anomaly detection, which aims to identify these rare observations, has become one of the most vital tasks in the world and has shown its power in preventing detrimental events, such as financial fraud, network intrusions, and social spam. The detection task is typically solved by identifying outlying data points in the feature space, which, inherently, overlooks the relational information in real-world data. At the same time, graphs have been prevalently used to represent the structural/relational information, which raises the graph anomaly detection problem - identifying anomalous graph objects (i.e., nodes, edges and sub-graphs) in a single graph, or anomalous graphs in a set/database of graphs. Conventional anomaly detection techniques cannot tackle this problem well because of the complexity of graph data (e.g., irregular structures, relational dependencies, node/edge types/attributes/directions/multiplicities/weights, large scale, etc.). However, thanks to the advent of deep learning in breaking these limitations, graph anomaly detection with deep learning has received a growing attention recently. In this survey, we aim to provide a systematic and comprehensive review of the contemporary deep learning techniques for graph anomaly detection. Specifically, we provide a taxonomy that follows a task-driven strategy and categorizes existing work according to the anomalous graph objects that they can detect. We especially focus on the challenges in this research area and discuss the key intuitions, technical details as well as relative strengths and weaknesses of various techniques in each category. From the survey results, we highlight 12 future research directions spanning unsolved and emerging problems introduced by graph data, anomaly detection, deep learning and real-world applications. Additionally, to provide a wealth of useful resources for future studies, we have compiled a set of open-source implementations, public datasets, and commonly-used evaluation metrics. With this survey, our goal is to create a “one-stop-shop” that provides a unified understanding of the problem categories and existing approaches, publicly available hands-on resources, and high-impact open challenges for graph anomaly detection using deep learning."
231,2021,Intriguing Properties of Vision Transformers,"Muzammal Naseer, Kanchana Ranasinghe, Salman Hameed Khan, Munawar Hayat, F. Khan, Ming-Hsuan Yang",Neural Information Processing Systems,2021-05-21,813,57,218.289,Vision and Multimodal Learning,transformer; trustworthy-ai,machine-learning; vision; trustworthy-ai,Vision transformers (ViT) have demonstrated impressive performance across various machine vision problems.,high citation signal (813); influential citation signal (57),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/03db529f0bfae6d0b64b0feef565196327fe8d50,https://www.semanticscholar.org/paper/03db529f0bfae6d0b64b0feef565196327fe8d50,,,2105.10497,,235125781,Computer Science,JournalArticle,machine learning; neural networks,2,citations=813; influential=57; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=6; query hits=2,"Vision transformers (ViT) have demonstrated impressive performance across various machine vision problems. These models are based on multi-head self-attention mechanisms that can flexibly attend to a sequence of image patches to encode contextual cues. An important question is how such flexibility in attending image-wide context conditioned on a given patch can facilitate handling nuisances in natural images e.g., severe occlusions, domain shifts, spatial permutations, adversarial and natural perturbations. We systematically study this question via an extensive set of experiments encompassing three ViT families and comparisons with a high-performing convolutional neural network (CNN). We show and analyze the following intriguing properties of ViT: (a) Transformers are highly robust to severe occlusions, perturbations and domain shifts, e.g., retain as high as 60% top-1 accuracy on ImageNet even after randomly occluding 80% of the image content. (b) The robust performance to occlusions is not due to a bias towards local textures, and ViTs are significantly less biased towards textures compared to CNNs. When properly trained to encode shape-based features, ViTs demonstrate shape recognition capability comparable to that of human visual system, previously unmatched in the literature. (c) Using ViTs to encode shape representation leads to an interesting consequence of accurate semantic segmentation without pixel-level supervision. (d) Off-the-shelf features from a single ViT model can be combined to create a feature ensemble, leading to high accuracy rates across a range of classification datasets in both traditional and few-shot learning paradigms. We show effective features of ViTs are due to flexible and dynamic receptive fields possible via the self-attention mechanism."
232,2021,Perceptrons,Dan A. Simovici,Artificial Neural Networks,2021-10-31,810,53,206.208,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Perceptrons within General AI Methods and Systems.,high citation signal (810); influential citation signal (53),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/BFb0027023,https://www.semanticscholar.org/paper/84b740dafe54c7ebac7abb52f866c01d571e1ba2,,10.1007/BFb0027023,,,243609451,Computer Science,JournalArticle; Review,neural networks,1,citations=810; influential=53; open PDF metadata; AI term matches=2,
233,2021,ReDet: A Rotation-equivariant Detector for Aerial Object Detection,"Jiaming Han, Jian Ding, Nan Xue, Guisong Xia",Computer Vision and Pattern Recognition,2021-03-13,806,92,229.71,Vision and Multimodal Learning,transformer,machine-learning; vision,"Recently, object detection in aerial images has gained much attention in computer vision.",high citation signal (806); influential citation signal (92); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR46437.2021.00281,https://www.semanticscholar.org/paper/0fdb3478b2db17de56ff9c7d338e95559a4caf12,https://arxiv.org/pdf/2103.07733,10.1109/CVPR46437.2021.00281,2103.07733,,232233561,Computer Science; Engineering; Environmental Science,JournalArticle; Conference,computer vision,1,citations=806; influential=92; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"Recently, object detection in aerial images has gained much attention in computer vision. Different from objects in natural images, aerial objects are often distributed with arbitrary orientation. Therefore, the detector requires more parameters to encode the orientation information, which are often highly redundant and inefficient. Moreover, as ordinary CNNs do not explicitly model the orientation variation, large amounts of rotation augmented data is needed to train an accurate object detector. In this paper, we propose a Rotation-equivariant Detector (ReDet) to address these issues, which explicitly encodes rotation equivariance and rotation invariance. More precisely, we incorporate rotation-equivariant networks into the detector to extract rotation-equivariant features, which can accurately predict the orientation and lead to a huge reduction of model size. Based on the rotation-equivariant features, we also present Rotation-invariant RoI Align (RiRoI Align), which adaptively extracts rotation-invariant features from equivariant features according to the orientation of RoI. Extensive experiments on several challenging aerial image datasets DOTA-v1.0, DOTA-v1.5 and HRSC2016, show that our method can achieve state-of-the-art performance on the task of aerial object detection. Compared with previous best results, our ReDet gains 1.2, 3.5 and 2.6 mAP on DOTA-v1.0, DOTA-v1.5 and HRSC2016 respectively while reducing the number of parameters by 60% (313 Mb vs. 121 Mb). The code is available at: https://github.com/csuhan/ReDet."
234,2021,"Artificial intelligence in the construction industry: A review of present status, opportunities and future challenges","Sofiat Abioye, Lukumon O. Oyedele, L. Àkànbí, A. Ajayi, Juan Manuel Davila Delgado, Muhammad Bilal, Olúgbénga O. Akinadé, Ashraf A. Ahmed",Journal of Building Engineering,2021-12-01,800,30,208.165,"Trustworthy, Explainable, and Responsible AI",survey/review; trustworthy-ai,trustworthy-ai,"The growth of the construction industry is severely limited by the myriad complex challenges it faces such as cost and time overruns, health and safety, productivity and labour shortages.",high citation signal (800); influential citation signal (30); open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1016/j.jobe.2021.103299,https://www.semanticscholar.org/paper/a57e3b67ebfeba1285f1b64d6dc3f99f8db2a340,https://doi.org/10.1016/j.jobe.2021.103299,10.1016/j.jobe.2021.103299,,,240977118,Computer Science; Engineering,Review,artificial intelligence,1,citations=800; influential=30; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=2,"The growth of the construction industry is severely limited by the myriad complex challenges it faces such as cost and time overruns, health and safety, productivity and labour shortages. Also, construction industry is one the least digitized industries in the world, which has made it difficult for it to tackle the problems it currently faces. An advanced digital technology, Artificial Intelligence (AI), is currently revolutionising industries such as manufacturing, retail"
235,2021,Neural Fields in Visual Computing and Beyond,"Yiheng Xie, Towaki Takikawa, Shunsuke Saito, O. Litany, Shiqin Yan, Numair Khan, Federico Tombari, James Tompkin, et al.",Computer graphics forum (Print),2021-11-22,799,25,203.675,Vision and Multimodal Learning,survey/review,machine-learning; generative-ai; vision; ai4science,Recent advances in machine learning have led to increased interest in solving visual computing problems using methods that employ coordinate‐based neural networks.,high citation signal (799); influential citation signal (25); open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1111/cgf.14505,https://www.semanticscholar.org/paper/521026c6097b0c0b44cb97b8a3952261527bea41,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/cgf.14505,10.1111/cgf.14505,2111.11426,,244478496,Computer Science; Mathematics,JournalArticle; Review,machine learning; neural networks,2,citations=799; influential=25; survey/benchmark signal; open PDF metadata; AI term matches=3; query hits=2,"Recent advances in machine learning have led to increased interest in solving visual computing problems using methods that employ coordinate‐based neural networks. These methods, which we call neural fields, parameterize physical properties of scenes or objects across space and time. They have seen widespread success in problems such as 3D shape and image synthesis, animation of human bodies, 3D reconstruction, and pose estimation. Rapid progress has led to numerous papers, but a consolidation of the discovered knowledge has not yet emerged. We provide context, mathematical grounding, and a review of over 250 papers in the literature on neural fields. In Part I, we focus on neural field techniques by identifying common components of neural field methods, including different conditioning, representation, forward map, architecture, and manipulation methods. In Part II, we focus on applications of neural fields to different problems in visual computing, and beyond (e.g., robotics, audio). Our review shows the breadth of topics already covered in visual computing, both historically and in current incarnations, and highlights the improved quality, flexibility, and capability brought by neural field methods. Finally, we present a companion website that acts as a living database that can be continually updated by the community."
